id,node1,node2
0,0,4
1,0,5
2,0,6
3,0,7
4,0,10
5,0,15
6,0,16
7,0,22
8,0,23
9,0,25
10,0,26
11,0,27
12,0,29
13,0,31
14,0,35
15,0,39
16,0,40
17,0,42
18,0,43
19,0,45
20,1,2
21,1,5
22,1,7
23,1,10
24,1,11
25,1,12
26,1,13
27,1,15
28,1,16
29,1,19
30,1,21
31,1,23
32,1,25
33,1,34
34,1,35
35,1,36
36,1,38
37,1,40
38,1,41
39,1,42
40,1,43
41,1,44
42,1,46
43,1,49
44,2,3
45,2,6
46,2,7
47,2,8
48,2,12
49,2,13
50,2,14
51,2,23
52,2,25
53,2,27
54,2,29
55,2,30
56,2,33
57,2,34
58,2,35
59,2,38
60,2,39
61,2,40
62,2,41
63,2,48
64,2,49
65,3,4
66,3,6
67,3,12
68,3,14
69,3,16
70,3,17
71,3,23
72,3,24
73,3,25
74,3,28
75,3,31
76,3,32
77,3,36
78,3,39
79,3,40
80,3,44
81,4,5
82,4,15
83,4,16
84,4,17
85,4,18
86,4,19
87,4,24
88,4,25
89,4,28
90,4,29
91,4,30
92,4,34
93,4,35
94,4,40
95,4,46
96,4,47
97,4,48
98,4,49
99,5,8
100,5,16
101,5,19
102,5,20
103,5,21
104,5,24
105,5,27
106,5,29
107,5,31
108,5,33
109,5,35
110,5,39
111,5,43
112,5,45
113,5,46
114,5,49
115,6,7
116,6,13
117,6,15
118,6,17
119,6,20
120,6,24
121,6,26
122,6,37
123,6,38
124,6,41
125,6,44
126,6,46
127,6,47
128,6,48
129,7,12
130,7,16
131,7,19
132,7,21
133,7,22
134,7,25
135,7,26
136,7,28
137,7,31
138,7,32
139,7,33
140,7,34
141,7,40
142,7,42
143,7,45
144,7,49
145,8,10
146,8,12
147,8,13
148,8,14
149,8,15
150,8,17
151,8,18
152,8,19
153,8,21
154,8,22
155,8,23
156,8,25
157,8,26
158,8,28
159,8,30
160,8,35
161,8,37
162,8,38
163,8,43
164,8,44
165,8,46
166,8,47
167,8,48
168,8,49
169,9,10
170,9,12
171,9,14
172,9,15
173,9,16
174,9,20
175,9,21
176,9,24
177,9,26
178,9,28
179,9,29
180,9,30
