id,node1,node2
0,0,1
1,0,4
2,0,7
3,0,8
4,0,13
5,0,18
6,0,21
7,0,25
8,0,28
9,0,29
10,0,31
11,0,35
12,0,37
13,0,38
14,0,46
15,1,2
16,1,3
17,1,6
18,1,7
19,1,10
20,1,15
21,1,19
22,1,20
23,1,22
24,1,25
25,1,32
26,1,37
27,1,38
28,1,39
29,1,44
30,1,45
31,1,47
32,2,7
33,2,9
34,2,11
35,2,15
36,2,16
37,2,17
38,2,18
39,2,29
40,2,32
41,2,33
42,2,34
43,2,35
44,2,48
45,3,11
46,3,12
47,3,14
48,3,15
49,3,16
50,3,21
51,3,25
52,3,26
53,3,27
54,3,29
55,3,43
56,3,44
57,3,45
58,3,47
59,3,48
60,4,7
61,4,8
62,4,9
63,4,10
64,4,11
65,4,12
66,4,13
67,4,14
68,4,15
69,4,19
70,4,21
71,4,22
72,4,24
73,4,28
74,4,33
75,4,36
76,4,38
77,4,42
78,4,45
79,4,46
80,4,47
81,4,48
82,4,49
83,5,7
84,5,8
85,5,9
86,5,13
87,5,17
88,5,20
89,5,22
90,5,25
91,5,32
92,5,36
93,5,37
94,5,38
95,5,42
96,5,46
97,6,8
98,6,13
99,6,19
100,6,21
101,6,26
102,6,29
103,6,30
104,6,32
105,6,34
106,6,37
107,6,39
108,6,40
109,6,42
110,6,43
111,6,44
112,6,46
113,6,47
114,6,49
115,7,23
116,7,27
117,7,28
118,7,36
119,7,37
120,7,41
121,7,47
122,8,11
123,8,13
124,8,14
125,8,16
126,8,18
127,8,19
128,8,21
129,8,25
130,8,26
131,8,28
132,8,29
133,8,33
134,8,34
135,8,37
136,8,38
137,9,12
138,9,13
139,9,15
140,9,17
141,9,18
142,9,19
143,9,24
144,9,31
145,9,32
146,9,33
147,9,37
148,9,43
149,9,46
150,9,47
151,9,49
152,10,11
153,10,14
154,10,16
155,10,17
156,10,19
157,10,20
158,10,21
159,10,28
160,10,29
161,10,32
162,10,35
163,10,39
164,10,41
165,10,42
166,10,45
167,10,47
168,11,12
169,11,14
170,11,16
171,11,18
172,11,27
173,11,30
174,11,33
175,11,44
176,11,46
177,12,13
178,12,14
179,12,23
180,12,25
181,12,33
182,12,38
183,12,43
184,12,44
185,12,45
186,12,47
187,12,48
188,13,17
189,13,18
190,13,20
191,13,21
192,13,22
193,13,23
194,13,29
195,13,34
196,13,39
197,13,40
198,13,42
199,13,46
200,13,47
201,14,17
202,14,26
203,14,36
204,14,37
205,14,38
206,14,39
207,14,42
208,14,43
209,14,49
210,15,17
211,15,18
212,15,19
213,15,21
214,15,23
215,15,25
216,15,32
217,15,33
218,15,35
219,15,44
220,15,45
221,15,46
222,15,48
223,16,26
224,16,27
225,16,28
226,16,32
227,16,37
228,16,38
229,16,40
230,16,43
231,16,47
232,16,49
233,17,20
234,17,24
235,17,27
236,17,28
237,17,29
238,17,36
239,17,37
240,17,39
241,17,44
242,17,45
243,17,49
244,18,30
245,18,32
246,18,35
247,18,45
248,19,28
249,19,30
250,19,31
251,19,33
252,19,35
253,19,36
254,19,40
255,19,42
256,19,44
257,20,24
258,20,32
259,20,38
260,20,39
261,20,45
262,20,46
263,20,47
264,21,24
265,21,30
266,21,31
267,21,32
268,21,38
269,21,39
270,21,40
271,21,41
272,21,47
273,22,23
274,22,25
275,22,26
276,22,32
277,22,33
278,22,35
279,22,36
280,22,37
281,22,38
282,22,41
283,22,46
284,22,49
285,23,28
286,23,36
287,23,43
288,23,46
289,24,25
290,24,28
291,24,36
292,24,39
293,24,41
294,24,44
295,24,46
296,24,47
297,25,26
298,25,32
299,25,36
300,25,39
301,25,42
302,25,48
303,25,49
304,26,31
305,26,32
306,26,35
307,26,37
308,26,40
309,26,42
310,26,44
311,26,48
312,26,49
313,27,28
314,27,29
315,27,40
316,27,43
317,28,34
318,28,41
319,28,43
320,28,45
321,28,48
322,29,30
323,29,32
324,29,33
325,29,37
326,29,38
327,29,39
328,29,45
329,29,47
330,29,49
331,30,31
332,30,35
333,30,37
334,30,41
335,30,42
336,30,45
337,30,47
338,30,49
339,31,33
340,31,36
341,31,41
342,31,45
343,31,47
344,31,48
345,31,49
346,32,33
347,32,36
348,32,44
349,32,45
350,33,35
351,33,37
352,33,40
353,33,43
354,33,44
355,33,45
356,33,48
357,34,36
358,34,37
359,34,39
360,34,41
361,34,46
362,34,48
363,34,49
364,35,38
365,35,43
366,35,45
367,36,37
368,36,44
369,36,47
370,36,48
371,37,39
372,37,43
373,37,46
374,37,48
375,38,41
376,38,42
377,38,43
378,38,44
379,39,40
380,39,41
381,39,42
382,39,43
383,39,44
384,39,45
385,40,43
386,40,44
387,40,46
388,41,42
389,41,44
390,41,45
391,41,46
392,41,49
393,42,46
394,43,46
395,44,45
396,44,48
397,46,48
398,46,49
399,47,48
