node,labels
12,10.294
3,10.026
2,9.926
10,9.32
13,9.124
4,9.006
1,8.954
11,8.854
14,8.608
0,8.468
5,8.424
8,7.968
6,7.898
99,7.272
43,7.118
15,7.016
67,6.796
22,6.742
65,6.736
78,6.682
9,6.654
7,6.65
23,6.64
25,6.53
42,6.504
38,6.5
92,6.48
16,6.448
54,6.43
39,6.332
36,6.252
69,6.138
80,6.072
72,6.06
41,6.044
58,5.806
19,5.798
21,5.778
52,5.732
97,5.666
37,5.646
24,5.628
34,5.586
98,5.584
35,5.52
68,5.49
31,5.42
40,5.324
28,5.268
60,5.248
33,5.236
45,5.224
76,5.154
49,5.12
51,5.118
48,5.084
91,5.078
20,5.048
53,5.028
29,5.016
77,5.01
32,5.008
64,5.002
57,4.85
93,4.82
94,4.818
47,4.81
26,4.804
27,4.68
96,4.678
89,4.676
30,4.632
90,4.624
62,4.616
88,4.54
73,4.534
56,4.438
17,4.428
18,4.422
63,4.394
70,4.38
50,4.344
71,4.328
46,4.28
79,4.234
95,4.196
74,4.192
83,4.174
81,4.17
44,4.114
66,4.106
87,4.044
59,4.038
75,3.958
84,3.856
85,3.732
55,3.718
61,3.572
82,3.39
86,3.314
