node,labels
5,8.77
0,8.372
3,8.24
2,7.578
1,7.512
4,7.248
99,7.188
98,6.656
6,6.616
10,6.566
7,6.458
97,6.412
8,6.396
13,6.168
11,6.152
9,6.046
17,5.916
24,5.854
37,5.812
23,5.776
16,5.77
95,5.762
96,5.73
15,5.716
21,5.624
19,5.616
27,5.614
12,5.6
25,5.57
29,5.472
14,5.442
22,5.424
56,5.176
94,5.144
69,5.124
26,5.112
68,5.086
43,5.07
38,5.066
33,4.974
34,4.956
67,4.856
70,4.85
20,4.848
41,4.838
28,4.834
18,4.79
40,4.766
54,4.754
42,4.746
72,4.74
64,4.722
30,4.692
51,4.66
57,4.654
58,4.65
60,4.644
53,4.582
52,4.578
44,4.564
77,4.546
32,4.494
55,4.45
75,4.446
31,4.42
48,4.414
65,4.364
45,4.304
35,4.254
39,4.25
62,4.238
59,4.206
36,4.188
61,4.17
89,4.16
66,4.144
91,4.142
87,4.134
80,4.124
63,4.114
86,4.106
88,4.106
76,4.082
82,4.076
81,4.064
92,4.058
84,4.044
49,4.03
93,4.006
79,3.984
46,3.906
71,3.852
78,3.84
50,3.824
73,3.808
74,3.784
47,3.746
90,3.728
83,3.706
85,3.652
