node,labels
0,8.626
99,8.444
7,7.532
79,7.51
97,7.274
15,7.248
29,6.858
95,6.484
1,6.398
2,6.286
43,6.132
89,6.058
62,6.05
37,6.016
27,5.974
65,5.972
77,5.858
35,5.83
84,5.824
51,5.78
19,5.702
20,5.662
13,5.516
73,5.472
22,5.382
81,5.192
88,5.18
21,5.178
83,5.166
82,5.16
90,5.106
50,5.104
39,5.076
87,5.07
86,5.01
25,4.88
23,4.826
44,4.816
93,4.794
12,4.768
66,4.768
94,4.76
78,4.748
69,4.722
14,4.71
67,4.644
8,4.642
64,4.642
28,4.636
16,4.576
48,4.526
98,4.478
24,4.454
59,4.44
41,4.438
85,4.432
71,4.426
70,4.422
74,4.408
63,4.402
31,4.39
54,4.256
26,4.244
55,4.222
32,4.2
53,4.178
52,4.176
47,4.128
76,4.122
96,4.122
36,4.11
3,4.094
10,4.092
92,4.044
45,3.986
11,3.938
60,3.904
75,3.886
61,3.856
91,3.76
38,3.612
72,3.452
5,3.45
49,3.416
6,3.366
30,3.342
68,3.276
46,3.234
56,3.22
4,3.164
40,3.13
57,3.13
34,3.052
33,3.048
80,3.006
42,2.976
58,2.882
9,2.876
18,2.656
17,2.602
