node,labels
22,13.872
1,13.486
3,12.38
0,12.024
21,11.408
99,11.402
23,10.648
2,10.602
5,9.416
39,9.152
11,8.918
8,8.914
10,8.862
9,8.82
52,8.816
25,8.598
6,8.478
13,8.386
26,8.35
37,8.34
98,8.338
20,8.302
24,8.202
51,8.168
15,7.906
12,7.896
71,7.894
69,7.874
7,7.78
19,7.732
59,7.674
4,7.668
58,7.65
70,7.468
38,7.398
50,7.35
75,7.196
14,7.112
73,7.074
27,7.052
74,6.982
60,6.936
72,6.934
45,6.852
76,6.828
77,6.776
78,6.676
67,6.668
49,6.648
17,6.638
68,6.632
61,6.522
81,6.502
29,6.458
80,6.394
35,6.33
83,6.304
79,6.284
82,6.27
57,6.184
16,6.08
94,6.032
43,6.032
46,5.972
47,5.954
62,5.932
63,5.9
84,5.896
85,5.85
64,5.738
28,5.716
44,5.698
48,5.638
65,5.612
30,5.462
86,5.436
40,5.318
95,5.288
53,5.274
54,5.234
41,5.23
18,5.16
87,5.14
66,5.098
31,5.09
88,4.844
93,4.8
42,4.78
36,4.688
32,4.672
92,4.602
56,4.566
89,4.4
34,4.276
33,3.936
90,3.914
97,3.576
91,3.332
55,3.264
96,3.068
