node,labels
5,8.766
7,8.186
3,7.996
0,7.95
2,7.706
10,7.32
6,7.2
41,7.15
29,7.138
14,6.96
99,6.888
8,6.804
17,6.628
4,6.562
98,6.434
50,6.356
18,6.332
1,6.294
39,6.284
31,6.266
27,6.248
16,6.168
11,6.068
15,6.032
38,5.986
54,5.982
44,5.92
37,5.884
97,5.846
13,5.832
42,5.824
20,5.814
9,5.706
62,5.66
23,5.65
40,5.646
25,5.634
30,5.594
43,5.586
32,5.584
49,5.546
58,5.516
51,5.508
19,5.496
53,5.442
45,5.438
46,5.426
12,5.346
89,5.306
96,5.268
92,5.2
35,5.196
55,5.19
52,5.178
47,5.094
24,5.064
28,5.054
21,5.052
48,5.006
75,4.964
60,4.948
66,4.864
57,4.848
77,4.808
74,4.79
36,4.784
59,4.778
78,4.638
34,4.52
56,4.518
26,4.48
95,4.468
22,4.466
33,4.442
72,4.426
71,4.418
61,4.414
79,4.412
94,4.342
67,4.242
90,4.144
65,4.118
93,4.118
70,4.11
87,4.08
91,4.07
85,4.032
73,4.01
68,3.968
80,3.952
76,3.894
88,3.83
84,3.826
86,3.78
69,3.752
81,3.622
83,3.588
63,3.514
64,3.478
82,3.244
