node,labels
3,9.094
18,8.68
1,8.638
12,8.474
21,8.152
6,8.134
9,7.988
24,7.924
13,7.878
5,7.828
2,7.826
4,7.75
15,7.726
7,7.722
0,7.628
17,7.598
26,7.364
8,7.332
20,7.284
10,7.212
11,7.202
14,7.144
99,7.066
23,7.062
19,6.94
28,6.934
45,6.774
25,6.74
16,6.656
27,6.48
29,6.418
22,6.37
32,6.226
48,6.198
38,6.08
39,6.046
31,6.026
35,6.012
62,6.008
43,6.004
98,5.998
30,5.878
42,5.75
89,5.714
33,5.676
36,5.63
74,5.478
90,5.336
97,5.322
52,5.24
87,5.144
50,5.142
59,5.098
41,5.066
67,5.06
34,5.038
91,5.036
61,5.022
71,5.018
95,4.998
44,4.916
75,4.914
54,4.898
49,4.884
37,4.872
72,4.838
65,4.816
47,4.78
86,4.734
60,4.656
40,4.644
73,4.614
53,4.562
64,4.54
96,4.504
68,4.482
46,4.388
77,4.334
56,4.284
51,4.244
85,4.23
92,4.204
84,4.194
70,4.184
88,4.182
80,4.1
66,4.084
63,4.074
82,3.954
83,3.94
79,3.652
93,3.622
55,3.614
81,3.602
58,3.464
57,3.414
78,3.378
94,3.298
76,3.072
69,2.962
