node,labels
86,13.816
45,11.952
25,10.882
82,10.344
57,9.796
16,9.778
42,9.602
50,9.556
55,9.554
35,9.486
10,9.462
36,9.43
8,9.408
3,9.372
13,9.27
44,9.124
19,9.058
22,8.846
2,8.822
33,8.822
68,8.708
62,8.706
30,8.578
79,8.286
18,8.266
17,8.03
66,7.642
47,7.42
32,7.304
15,7.24
89,7.168
71,7.028
38,6.976
85,6.878
70,6.856
27,6.778
43,6.756
5,6.702
12,6.682
80,6.59
39,6.078
56,6.074
29,5.96
73,5.674
81,5.464
31,5.326
28,5.236
4,5.204
58,5.108
99,4.872
93,4.854
67,4.816
63,4.696
64,4.652
59,4.418
24,4.346
6,3.968
95,3.922
75,3.888
9,3.84
78,3.652
96,3.33
23,3.246
7,3.232
51,3.008
41,2.968
20,2.716
46,2.698
21,2.63
52,2.554
61,2.418
84,2.396
48,2.27
74,2.168
90,1.736
72,1.718
91,1.718
92,1.714
54,1.712
77,1.71
53,1.71
40,1.708
34,1.706
76,1.706
69,1.674
