node,labels
2,8.508
4,8.404
3,8.026
1,7.922
7,7.892
9,7.884
0,7.87
8,7.316
5,7.26
99,7.208
98,6.784
97,6.766
11,6.628
44,6.432
10,6.41
6,6.124
37,6.114
12,6.036
66,6.018
40,6.01
33,5.988
96,5.858
13,5.776
26,5.752
41,5.73
48,5.662
16,5.512
88,5.438
30,5.414
94,5.412
14,5.394
63,5.392
34,5.354
18,5.338
49,5.336
21,5.324
64,5.282
91,5.272
52,5.214
19,5.182
29,5.176
20,5.128
89,5.092
67,5.042
62,5.008
17,4.97
27,4.962
38,4.962
93,4.942
95,4.916
43,4.854
15,4.832
39,4.812
87,4.794
65,4.744
24,4.73
90,4.728
36,4.714
47,4.71
76,4.702
22,4.67
28,4.636
46,4.598
86,4.534
23,4.528
60,4.498
85,4.426
69,4.382
81,4.37
79,4.368
25,4.304
71,4.258
53,4.234
31,4.224
45,4.2
50,4.19
57,4.146
68,4.114
84,4.114
35,4.104
32,4.102
51,4.098
82,4.034
73,4.028
83,3.986
56,3.958
72,3.952
80,3.95
59,3.928
42,3.908
78,3.884
58,3.876
61,3.862
70,3.824
54,3.79
55,3.742
75,3.644
92,3.62
74,3.602
77,3.602
