id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,1,2
5,1,3
6,1,49
7,2,4
8,2,9
9,3,5
10,3,14
11,4,5
12,4,6
13,5,6
14,5,7
15,6,7
16,6,8
17,7,8
18,7,9
19,8,9
20,8,10
21,8,30
22,9,10
23,9,11
24,10,11
25,10,12
26,11,12
27,11,13
28,11,40
29,12,13
30,12,14
31,13,14
32,13,15
33,14,15
34,14,16
35,15,16
36,15,17
37,16,18
38,16,38
39,17,18
40,17,19
41,18,19
42,18,20
43,19,20
44,19,21
45,20,22
46,20,32
47,21,22
48,21,23
49,22,23
50,22,24
51,23,24
52,23,25
53,24,26
54,24,42
55,25,26
56,25,27
57,26,27
58,26,28
59,27,28
60,27,29
61,28,29
62,28,30
63,29,30
64,29,31
65,29,33
66,30,32
67,31,32
68,31,33
69,32,33
70,32,34
71,33,34
72,34,35
73,34,36
74,35,36
75,35,37
76,36,37
77,36,38
78,37,38
79,37,39
80,38,39
81,38,40
82,39,40
83,39,41
84,40,42
85,41,42
86,41,43
87,42,43
88,42,44
89,43,44
90,43,45
91,44,45
92,44,46
93,45,46
94,45,47
95,46,47
96,46,48
97,47,48
98,47,49
99,48,49
