node,labels
56,8.332
68,7.638
41,7.118
2,7.044
43,7.03
83,6.978
73,6.946
60,6.912
72,6.89
47,6.878
40,6.734
46,6.57
80,6.45
90,6.258
5,6.176
7,6.086
58,6.084
49,6.08
20,6.018
57,5.944
74,5.87
13,5.782
92,5.678
1,5.612
82,5.554
9,5.548
62,5.546
39,5.396
38,5.164
67,5.158
78,5.08
34,5.026
10,5.018
89,4.97
28,4.956
30,4.918
91,4.888
16,4.804
86,4.766
27,4.76
21,4.748
22,4.744
17,4.726
51,4.722
12,4.604
26,4.586
50,4.576
97,4.572
93,4.56
64,4.55
24,4.544
85,4.534
69,4.468
11,4.404
37,4.372
31,4.328
45,4.268
14,4.268
33,4.178
55,4.09
44,3.99
70,3.964
32,3.91
77,3.908
36,3.828
15,3.726
71,3.708
84,3.694
53,3.678
25,3.626
65,3.62
79,3.574
3,3.502
59,3.498
75,3.492
76,3.456
88,3.42
0,3.408
48,3.334
35,3.298
63,3.29
66,3.272
81,3.192
99,3.136
23,3.104
54,3.06
87,2.938
96,2.894
52,2.856
6,2.828
19,2.8
18,2.752
61,2.746
8,2.588
94,2.492
42,2.432
4,2.418
29,2.304
98,2.034
95,1.522
