node,labels
3,7.628
41,7.518
39,7.352
85,7.162
62,7.064
45,6.906
67,6.852
0,6.828
5,6.664
52,6.232
10,6.116
48,6.042
21,6.012
42,5.952
37,5.938
87,5.922
86,5.888
83,5.87
66,5.852
76,5.754
4,5.74
25,5.718
1,5.652
43,5.626
31,5.528
80,5.33
12,5.33
57,5.24
99,5.226
90,5.202
94,5.188
30,5.078
54,5.052
27,5.048
32,5.02
51,4.994
36,4.94
6,4.89
11,4.872
46,4.852
40,4.848
2,4.828
64,4.784
55,4.774
49,4.764
71,4.76
24,4.758
73,4.752
75,4.666
26,4.636
78,4.63
13,4.624
34,4.58
9,4.574
58,4.564
70,4.538
19,4.53
50,4.468
63,4.406
16,4.402
97,4.394
74,4.296
95,4.288
22,4.268
23,4.246
38,4.172
29,4.136
59,4.122
91,4.118
35,4.114
47,4.048
53,4.044
44,4.01
68,4.0
14,3.994
93,3.964
77,3.934
20,3.9
61,3.836
79,3.834
88,3.788
81,3.786
17,3.784
65,3.758
60,3.722
69,3.638
82,3.478
33,3.424
72,3.41
84,3.284
7,3.214
98,3.128
15,2.956
8,2.896
28,2.852
92,2.548
56,2.358
89,2.264
96,2.228
18,1.966
