id,node1,node2
0,0,3
1,0,11
2,0,12
3,0,14
4,0,28
5,0,29
6,0,30
7,0,33
8,0,38
9,0,45
10,1,8
11,1,9
12,1,12
13,1,15
14,1,16
15,1,23
16,1,24
17,1,30
18,1,31
19,1,32
20,1,34
21,1,39
22,1,41
23,1,43
24,1,45
25,1,47
26,2,7
27,2,10
28,2,17
29,2,18
30,2,19
31,2,24
32,2,35
33,2,36
34,2,45
35,2,48
36,2,49
37,3,6
38,3,18
39,3,21
40,3,24
41,3,26
42,3,29
43,3,32
44,3,38
45,3,45
46,3,46
47,4,7
48,4,21
49,4,27
50,4,40
51,4,41
52,4,42
53,4,43
54,4,48
55,5,16
56,5,18
57,5,23
58,5,25
59,5,28
60,5,36
61,5,43
62,5,45
63,6,7
64,6,8
65,6,12
66,6,16
67,6,20
68,6,26
69,6,30
70,6,34
71,6,38
72,6,43
73,6,49
74,7,20
75,7,21
76,7,24
77,7,37
78,7,41
79,8,14
80,8,15
81,8,17
82,8,18
83,8,21
84,8,33
85,8,45
86,9,23
87,9,24
88,9,35
89,9,36
90,9,46
91,9,47
92,9,48
93,10,20
94,10,23
95,10,24
96,10,27
97,10,28
98,10,29
99,10,30
100,10,39
101,10,44
102,10,48
103,11,15
104,11,17
105,11,20
106,11,21
107,11,26
108,11,27
109,11,30
110,11,32
111,11,37
112,11,38
113,11,45
114,11,48
115,11,49
116,12,17
117,12,22
118,12,25
119,12,26
120,12,34
121,12,36
122,12,38
123,12,40
124,12,43
125,12,46
126,13,17
127,13,21
128,13,22
129,13,24
130,13,26
131,13,33
132,13,37
133,13,40
134,13,41
135,13,42
136,13,44
137,13,45
138,13,46
139,14,15
140,14,17
141,14,18
142,14,22
143,14,25
144,14,29
145,14,33
146,14,34
147,14,37
148,14,40
149,15,16
150,15,24
151,15,28
152,15,29
153,15,32
154,15,37
155,15,41
156,15,48
157,16,17
158,16,18
159,16,19
160,16,28
161,16,31
162,16,37
163,16,43
164,16,44
165,16,48
166,17,18
167,17,20
168,17,28
169,17,34
170,17,41
171,17,47
172,18,23
173,18,24
174,18,27
175,18,30
176,18,39
177,18,41
178,18,44
179,18,47
180,19,21
181,19,30
182,19,32
183,19,41
184,19,45
185,19,47
186,20,27
187,20,28
188,20,29
189,20,30
190,20,31
191,20,33
192,20,35
193,20,37
194,20,39
195,20,41
196,20,44
197,20,45
198,20,48
199,21,23
200,21,31
201,21,39
202,21,43
203,21,44
204,21,45
205,21,47
206,22,25
207,22,29
208,22,36
209,22,37
210,22,38
211,22,41
212,22,43
213,22,49
214,23,25
215,23,26
216,23,28
217,23,29
218,23,39
219,23,46
220,24,26
221,24,28
222,24,30
223,24,33
224,24,34
225,24,42
226,24,43
227,25,28
228,25,32
229,25,38
230,25,40
231,25,43
232,25,44
233,25,45
234,26,31
235,26,34
236,26,44
237,26,48
238,27,31
239,27,36
240,27,39
241,28,30
242,28,35
243,28,37
244,28,41
245,28,42
246,29,36
247,29,39
248,30,31
249,30,32
250,30,34
251,30,35
252,30,39
253,30,40
254,30,41
255,30,43
256,30,44
257,30,49
258,31,38
259,31,49
260,32,33
261,32,36
262,32,49
263,33,38
264,33,41
265,33,45
266,33,48
267,33,49
268,34,36
269,34,37
270,34,42
271,34,46
272,35,38
273,35,42
274,35,49
275,36,43
276,36,44
277,36,45
278,36,47
279,36,49
280,37,43
281,37,44
282,37,48
283,38,42
284,38,45
285,38,48
286,39,41
287,39,44
288,39,47
289,40,41
290,40,43
291,40,44
292,40,47
293,40,49
294,42,46
295,43,44
296,43,48
297,44,47
298,44,48
299,46,48
