node,labels
3,10.506
2,10.444
11,8.93
5,8.84
1,8.834
4,8.6
0,8.448
7,8.37
9,8.146
99,7.638
6,7.606
32,7.492
17,7.352
15,7.254
8,7.108
12,7.072
14,7.0
10,6.998
93,6.99
13,6.788
16,6.766
21,6.758
43,6.734
56,6.66
42,6.62
40,6.488
19,6.416
34,6.398
25,6.388
98,6.366
97,6.206
41,6.166
36,6.12
20,6.118
23,6.062
54,6.054
18,6.048
87,5.984
53,5.902
24,5.848
49,5.738
39,5.732
38,5.722
88,5.718
69,5.69
90,5.686
22,5.684
57,5.678
37,5.608
77,5.552
35,5.542
46,5.45
58,5.388
31,5.282
72,5.28
26,5.268
27,5.206
86,5.204
52,5.184
59,5.152
29,5.15
30,5.144
66,5.066
45,5.06
68,5.03
67,5.026
50,4.944
55,4.818
71,4.806
28,4.784
85,4.778
51,4.764
48,4.732
33,4.658
47,4.644
91,4.568
60,4.556
84,4.486
78,4.45
80,4.378
92,4.272
82,4.23
70,4.222
76,4.204
63,4.152
73,4.118
64,4.044
96,4.012
79,3.99
89,3.97
74,3.94
83,3.716
75,3.692
65,3.688
44,3.582
62,3.538
81,3.374
61,3.304
95,2.982
94,2.812
