node,labels
43,16.0
44,16.0
0,15.0
99,15.0
37,15.0
1,15.0
2,15.0
12,15.0
13,15.0
36,15.0
45,15.0
3,14.0
14,14.0
46,14.0
57,14.0
4,13.0
10,13.0
11,13.0
15,13.0
38,13.0
39,13.0
40,13.0
5,12.0
86,12.0
16,12.0
41,12.0
85,12.0
6,11.0
17,11.0
77,11.0
42,11.0
47,11.0
97,11.0
76,11.0
87,11.0
7,10.0
18,10.0
64,10.0
48,10.0
63,10.0
78,10.0
8,9.0
19,9.0
49,9.0
98,9.0
65,9.0
88,9.0
9,8.0
20,8.0
24,8.0
25,8.0
79,8.0
89,8.0
72,7.0
21,7.0
26,7.0
66,7.0
71,7.0
80,7.0
90,7.0
22,6.0
27,6.0
29,6.0
30,6.0
50,6.0
58,6.0
59,6.0
67,6.0
73,6.0
81,6.0
91,6.0
23,5.0
28,5.0
31,5.0
51,5.0
60,5.0
68,5.0
82,5.0
92,5.0
35,4.0
96,4.0
32,4.0
34,4.0
52,4.0
61,4.0
69,4.0
74,4.0
83,4.0
93,4.0
95,4.0
33,3.0
53,3.0
54,3.0
56,3.0
62,3.0
70,3.0
75,3.0
84,3.0
94,3.0
55,2.0
