id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,1,2
5,1,3
6,1,49
7,2,3
8,2,4
9,3,4
10,3,5
11,4,5
12,4,6
13,5,6
14,5,7
15,6,7
16,6,8
17,7,8
18,7,9
19,8,9
20,8,10
21,9,10
22,9,11
23,9,39
24,10,11
25,10,12
26,11,12
27,11,13
28,12,13
29,12,14
30,13,14
31,13,15
32,13,29
33,14,15
34,14,16
35,15,16
36,15,17
37,16,17
38,16,18
39,17,18
40,17,19
41,17,42
42,18,19
43,18,46
44,19,20
45,19,49
46,20,21
47,20,22
48,21,22
49,21,23
50,22,23
51,22,24
52,23,24
53,23,25
54,24,25
55,24,26
56,25,26
57,25,27
58,26,27
59,26,28
60,27,28
61,27,29
62,28,29
63,28,30
64,29,31
65,29,38
66,30,32
67,30,41
68,31,32
69,31,33
70,32,33
71,32,34
72,33,34
73,33,35
74,34,36
75,34,46
76,34,47
77,35,36
78,35,37
79,36,37
80,36,38
81,37,38
82,37,39
83,38,39
84,39,40
85,40,41
86,40,42
87,41,42
88,41,43
89,41,46
90,42,43
91,43,44
92,43,45
93,44,45
94,44,46
95,45,46
96,45,47
97,46,47
98,47,48
99,48,49
