node,labels
35,7.948
4,7.45
0,7.32
55,7.222
84,7.194
52,6.86
2,6.722
67,6.648
7,6.224
54,6.152
12,6.048
45,5.986
65,5.912
22,5.894
68,5.756
39,5.692
99,5.67
76,5.602
15,5.566
89,5.566
20,5.498
51,5.49
26,5.428
8,5.394
10,5.296
56,5.292
27,5.278
23,5.25
97,5.236
40,5.178
49,5.134
37,5.124
75,5.116
64,5.11
62,5.048
74,4.984
58,4.888
33,4.83
46,4.826
29,4.692
61,4.69
9,4.676
93,4.636
95,4.588
24,4.524
47,4.522
42,4.522
13,4.516
78,4.472
69,4.466
82,4.41
44,4.398
60,4.356
36,4.35
59,4.328
57,4.326
3,4.324
14,4.276
79,4.264
6,4.13
91,4.092
31,4.038
17,3.984
92,3.972
38,3.938
28,3.9
18,3.88
53,3.876
19,3.84
90,3.796
25,3.792
43,3.692
1,3.648
63,3.626
41,3.622
94,3.62
71,3.598
50,3.532
87,3.384
34,3.354
85,3.228
72,3.224
48,3.22
86,3.218
32,3.104
80,3.104
77,3.078
83,3.004
70,2.992
73,2.8
16,2.784
81,2.756
11,2.708
30,2.66
5,2.584
88,2.584
21,2.472
98,2.338
66,2.25
96,2.116
