id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,47
4,0,4
5,0,46
6,0,5
7,0,45
8,0,6
9,0,7
10,0,43
11,0,8
12,0,42
13,0,9
14,0,41
15,0,10
16,0,40
17,0,20
18,1,2
19,1,3
20,1,49
21,1,4
22,1,48
23,1,5
24,1,47
25,1,6
26,1,7
27,1,45
28,1,8
29,1,44
30,1,9
31,1,10
32,1,42
33,1,11
34,1,41
35,1,38
36,2,3
37,2,4
38,2,5
39,2,49
40,2,6
41,2,48
42,2,7
43,2,47
44,2,8
45,2,46
46,2,9
47,2,45
48,2,10
49,2,44
50,2,11
51,2,43
52,2,12
53,2,42
54,2,14
55,3,4
56,3,5
57,3,6
58,3,7
59,3,49
60,3,8
61,3,48
62,3,9
63,3,47
64,3,10
65,3,46
66,3,11
67,3,45
68,3,12
69,3,44
70,3,13
71,3,43
72,3,35
73,4,6
74,4,7
75,4,8
76,4,9
77,4,49
78,4,10
79,4,48
80,4,11
81,4,47
82,4,12
83,4,46
84,4,13
85,4,45
86,4,14
87,4,44
88,4,17
89,4,41
90,5,6
91,5,7
92,5,8
93,5,10
94,5,11
95,5,49
96,5,12
97,5,48
98,5,13
99,5,14
100,5,46
101,5,15
102,5,45
103,5,17
104,6,7
105,6,8
106,6,9
107,6,10
108,6,11
109,6,12
110,6,13
111,6,49
112,6,14
113,6,48
114,6,15
115,6,47
116,6,16
117,6,46
118,7,8
119,7,9
120,7,10
121,7,11
122,7,12
123,7,13
124,7,14
125,7,15
126,7,49
127,7,16
128,7,48
129,7,17
130,7,47
131,8,9
132,8,10
133,8,12
134,8,13
135,8,14
136,8,15
137,8,16
138,8,17
139,8,49
140,8,18
141,8,48
142,8,47
143,8,20
144,8,46
145,9,10
146,9,11
147,9,12
148,9,13
149,9,14
150,9,15
151,9,16
152,9,17
153,9,18
154,9,19
155,10,11
156,10,13
157,10,14
158,10,16
159,10,17
160,10,18
161,10,20
162,10,23
163,10,45
164,10,28
165,11,12
166,11,13
167,11,15
168,11,16
169,11,17
170,11,18
171,11,19
172,11,20
173,11,21
174,11,37
175,12,13
176,12,14
177,12,15
178,12,16
179,12,17
180,12,18
181,12,19
182,12,20
183,12,21
184,12,22
185,13,14
186,13,15
187,13,16
188,13,17
189,13,18
190,13,19
191,13,20
192,13,21
193,13,23
194,13,28
195,13,36
196,13,27
197,14,15
198,14,16
199,14,17
200,14,18
201,14,19
202,14,21
203,14,22
204,14,23
205,14,41
206,15,16
207,15,17
208,15,18
209,15,19
210,15,20
211,15,21
212,15,22
213,15,23
214,15,24
215,15,32
216,15,47
217,16,17
218,16,18
219,16,19
220,16,20
221,16,21
222,16,22
223,16,23
224,16,24
225,16,25
226,16,26
227,17,18
228,17,19
229,17,20
230,17,21
231,17,22
232,17,23
233,17,24
234,17,27
235,17,39
236,17,43
237,17,26
238,18,19
239,18,20
240,18,21
241,18,22
242,18,23
243,18,24
244,18,25
245,18,26
246,18,27
247,18,28
248,18,42
249,19,20
250,19,21
251,19,22
252,19,24
253,19,25
254,19,26
255,19,27
256,19,28
257,19,29
258,19,49
259,19,39
260,20,21
261,20,22
262,20,23
263,20,26
264,20,27
265,20,28
266,20,30
267,20,37
268,20,49
269,21,22
270,21,23
271,21,24
272,21,25
273,21,26
274,21,27
275,21,28
276,21,30
277,21,31
278,21,47
279,22,23
280,22,24
281,22,25
282,22,26
283,22,27
284,22,28
285,22,29
286,22,31
287,22,44
288,22,48
289,22,42
290,23,24
291,23,25
292,23,26
293,23,27
294,23,29
295,23,30
296,23,31
297,23,33
298,23,48
299,23,40
300,23,34
301,24,25
302,24,26
303,24,27
304,24,28
305,24,29
306,24,30
307,24,31
308,24,32
309,24,33
310,24,34
311,24,43
312,25,26
313,25,27
314,25,28
315,25,29
316,25,30
317,25,31
318,25,32
319,25,33
320,25,34
321,25,35
322,25,36
323,26,28
324,26,29
325,26,30
326,26,31
327,26,32
328,26,33
329,26,34
330,26,35
331,26,46
332,27,28
333,27,29
334,27,30
335,27,31
336,27,32
337,27,33
338,27,34
339,27,35
340,27,36
341,27,37
342,28,29
343,28,30
344,28,31
345,28,33
346,28,34
347,28,35
348,28,36
349,28,37
350,28,38
351,28,49
352,29,30
353,29,31
354,29,32
355,29,33
356,29,34
357,29,35
358,29,36
359,29,37
360,29,38
361,29,39
362,30,31
363,30,32
364,30,33
365,30,34
366,30,35
367,30,36
368,30,37
369,30,38
370,30,39
371,30,40
372,31,32
373,31,33
374,31,34
375,31,35
376,31,36
377,31,38
378,31,39
379,31,40
380,31,41
381,31,49
