node,labels
18,10.692
1,9.486
0,8.95
3,8.176
99,8.022
28,7.996
16,7.958
17,7.9
2,7.868
19,7.796
98,7.756
4,7.734
25,7.474
21,7.424
7,7.296
97,7.26
20,7.204
8,7.186
56,7.142
5,7.064
15,7.028
58,6.984
9,6.958
52,6.864
10,6.738
13,6.598
51,6.472
54,6.464
55,6.438
57,6.416
43,6.268
14,6.212
53,6.184
29,6.126
30,6.124
31,6.074
27,5.968
26,5.964
50,5.872
59,5.87
6,5.866
22,5.786
42,5.76
23,5.652
11,5.63
62,5.604
24,5.59
60,5.586
61,5.502
86,5.478
84,5.458
73,5.316
64,5.306
34,5.262
33,5.228
66,5.22
63,5.12
83,5.112
12,5.076
35,5.044
65,5.042
40,4.976
67,4.904
41,4.866
94,4.802
70,4.768
96,4.728
37,4.67
48,4.67
36,4.636
71,4.626
49,4.614
81,4.528
75,4.518
85,4.5
74,4.47
39,4.456
38,4.452
44,4.45
32,4.408
76,4.406
77,4.368
45,4.364
72,4.358
95,4.344
69,4.33
87,4.328
68,4.318
82,4.302
79,4.286
47,4.226
92,4.074
78,3.84
88,3.73
89,3.646
91,3.574
80,3.568
90,3.496
93,3.432
46,2.97
