id,node1,node2
0,0,3
1,0,9
2,0,12
3,0,13
4,0,14
5,0,19
6,0,20
7,0,21
8,0,24
9,0,37
10,0,41
11,0,44
12,0,46
13,0,49
14,1,3
15,1,7
16,1,10
17,1,14
18,1,22
19,1,24
20,1,25
21,1,27
22,1,47
23,2,4
24,2,5
25,2,8
26,2,13
27,2,18
28,2,21
29,2,22
30,2,27
31,2,30
32,2,41
33,2,43
34,3,4
35,3,9
36,3,11
37,3,17
38,3,24
39,3,26
40,3,27
41,3,28
42,3,29
43,3,33
44,3,42
45,3,43
46,3,44
47,4,19
48,4,20
49,4,26
50,4,28
51,4,29
52,4,34
53,4,37
54,4,40
55,4,42
56,4,43
57,4,47
58,4,48
59,5,8
60,5,14
61,5,15
62,5,17
63,5,26
64,5,31
65,5,33
66,5,36
67,5,43
68,6,7
69,6,11
70,6,14
71,6,15
72,6,16
73,6,29
74,6,34
75,6,42
76,7,11
77,7,13
78,7,14
79,7,16
80,7,17
81,7,18
82,7,20
83,7,25
84,7,27
85,7,29
86,7,44
87,7,45
88,7,47
89,8,9
90,8,17
91,8,18
92,8,30
93,8,37
94,8,43
95,8,45
96,8,48
97,9,13
98,9,14
99,9,17
100,9,25
101,9,27
102,9,29
103,9,30
104,9,34
105,9,38
106,9,41
107,9,44
108,9,45
109,9,48
110,9,49
111,10,14
112,10,19
113,10,29
114,10,30
115,10,32
116,10,33
117,10,35
118,10,39
119,10,41
120,10,42
121,10,45
122,10,46
123,10,47
124,11,12
125,11,14
126,11,15
127,11,21
128,11,22
129,11,37
130,11,38
131,11,43
132,11,48
133,11,49
134,12,14
135,12,16
136,12,35
137,12,38
138,12,42
139,12,44
140,12,47
141,13,34
142,13,35
143,13,39
144,13,41
145,13,49
146,14,15
147,14,17
148,14,21
149,14,23
150,14,24
151,14,28
152,14,32
153,14,43
154,15,19
155,15,23
156,15,30
157,15,31
158,15,36
159,15,38
160,15,48
161,16,22
162,16,23
163,16,24
164,16,25
165,16,27
166,16,40
167,16,44
168,16,45
169,16,47
170,17,25
171,17,30
172,17,31
173,17,40
174,17,41
175,17,44
176,17,45
177,18,19
178,18,21
179,18,41
180,18,45
181,18,48
182,18,49
183,19,23
184,19,33
185,19,36
186,19,37
187,19,38
188,19,39
189,20,21
190,20,28
191,20,30
192,20,32
193,20,36
194,20,37
195,20,42
196,20,45
197,20,49
198,21,25
199,21,29
200,21,30
201,21,34
202,21,46
203,21,47
204,22,30
205,22,31
206,22,33
207,22,48
208,22,49
209,23,28
210,23,45
211,24,25
212,24,27
213,24,29
214,24,35
215,24,38
216,24,41
217,24,42
218,24,46
219,25,27
220,25,29
221,25,30
222,25,33
223,25,36
224,25,38
225,25,41
226,26,29
227,26,35
228,26,38
229,26,39
230,26,45
231,27,28
232,27,30
233,28,30
234,28,32
235,28,33
236,28,38
237,28,44
238,29,31
239,29,33
240,29,36
241,29,44
242,30,34
243,30,39
244,30,44
245,30,46
246,30,47
247,31,32
248,31,34
249,31,36
250,31,37
251,31,38
252,31,39
253,31,40
254,31,42
255,31,43
256,31,46
257,31,48
258,32,33
259,32,38
260,32,45
261,32,47
262,33,36
263,33,40
264,33,43
265,34,38
266,34,39
267,34,42
268,34,48
269,35,38
270,35,39
271,35,41
272,35,44
273,36,38
274,36,39
275,36,40
276,36,41
277,36,43
278,36,46
279,36,47
280,37,38
281,38,39
282,38,40
283,38,41
284,38,46
285,38,47
286,39,41
287,39,42
288,39,45
289,40,41
290,40,45
291,41,43
292,41,45
293,41,47
294,41,48
295,41,49
296,42,48
297,43,46
298,44,48
299,45,48
