node,labels
1,7.754
3,7.348
20,7.256
0,7.152
4,7.116
98,6.882
17,6.556
99,6.54
5,6.536
21,6.522
97,6.504
75,6.498
6,6.474
12,6.31
11,6.236
39,6.206
19,6.204
56,6.198
2,6.18
7,6.164
16,6.146
10,6.142
23,6.122
13,6.08
24,6.03
15,6.012
9,5.926
14,5.854
18,5.798
53,5.788
60,5.662
22,5.648
40,5.592
44,5.556
95,5.546
41,5.482
26,5.458
8,5.382
35,5.378
58,5.196
25,5.17
55,5.114
31,5.092
59,5.074
73,5.04
34,5.034
54,5.028
43,5.012
96,4.964
61,4.952
57,4.946
37,4.942
38,4.93
51,4.922
46,4.912
49,4.908
27,4.906
64,4.862
45,4.832
33,4.792
94,4.746
42,4.716
68,4.666
32,4.644
52,4.638
50,4.612
78,4.552
62,4.55
71,4.526
47,4.522
29,4.432
48,4.408
63,4.38
76,4.328
86,4.324
72,4.284
80,4.26
74,4.256
36,4.246
93,4.244
77,4.178
91,4.16
83,4.106
65,4.096
79,4.082
70,4.078
30,4.06
66,4.056
88,3.922
90,3.866
82,3.86
81,3.844
67,3.836
85,3.784
87,3.768
92,3.742
28,3.664
69,3.476
84,3.406
89,3.208
