node,labels
74,7.844
94,7.632
28,7.218
29,6.906
72,6.8
48,6.738
76,6.576
85,6.56
38,6.294
34,6.278
30,6.054
96,6.02
67,5.848
8,5.776
45,5.77
98,5.646
57,5.588
50,5.582
1,5.492
39,5.46
32,5.42
23,5.388
69,5.382
59,5.366
52,5.27
81,5.24
71,5.202
90,5.182
68,5.166
33,5.14
95,5.126
7,5.076
6,5.076
84,5.042
91,5.034
55,4.972
15,4.926
92,4.92
13,4.862
4,4.842
49,4.816
73,4.79
54,4.782
37,4.768
35,4.766
86,4.766
25,4.756
60,4.68
78,4.658
51,4.646
22,4.622
18,4.612
14,4.612
3,4.568
58,4.42
20,4.39
5,4.384
27,4.378
0,4.374
31,4.364
89,4.364
47,4.354
43,4.316
2,4.304
19,4.156
44,4.132
21,4.13
10,4.112
63,4.09
26,4.07
16,4.006
46,3.968
70,3.954
41,3.946
80,3.914
99,3.81
66,3.714
79,3.674
65,3.434
40,3.406
62,3.28
42,3.27
75,3.19
9,3.186
93,3.18
82,3.142
77,3.128
56,3.11
64,3.084
87,3.02
11,2.96
17,2.924
12,2.912
53,2.886
83,2.874
24,2.866
97,2.82
88,2.52
36,1.966
61,1.696
