node,labels
1,12.306
48,11.468
32,11.446
58,10.652
23,10.414
0,10.328
76,9.958
68,9.298
9,9.188
73,9.154
93,9.052
62,8.772
25,8.436
56,8.312
22,8.04
86,7.97
5,7.788
79,7.616
96,7.436
67,7.368
6,7.356
31,7.344
80,7.214
16,7.13
36,7.12
47,7.028
34,6.884
2,6.74
91,6.698
45,6.692
3,6.66
8,6.602
29,6.564
61,6.552
7,6.392
4,6.266
10,5.886
38,5.86
14,5.81
63,5.8
43,5.766
87,5.736
12,5.644
49,5.618
17,5.606
37,5.554
64,5.514
65,5.468
97,5.41
60,5.378
59,5.102
85,5.046
24,5.018
84,4.932
77,4.826
33,4.814
82,4.788
21,4.604
66,4.462
95,4.426
57,4.334
15,4.296
26,4.272
90,4.222
39,3.87
19,3.816
81,3.686
44,3.548
74,3.544
27,3.442
89,3.436
99,3.284
30,3.236
94,3.21
40,3.094
51,3.08
92,3.074
98,2.98
69,2.94
54,2.914
55,2.77
42,2.738
20,2.736
70,2.7
11,2.662
83,2.346
71,2.228
53,2.192
46,1.982
13,1.906
50,1.9
41,1.864
35,1.84
75,1.81
28,1.764
88,1.742
78,1.702
18,1.412
52,1.378
