node,labels
0,10.38
4,8.862
2,8.73
3,8.546
6,8.024
97,7.282
1,7.278
36,7.252
5,6.884
32,6.732
8,6.706
98,6.696
34,6.648
99,6.624
37,6.558
20,6.53
30,6.328
26,6.15
84,6.132
22,6.112
45,6.096
47,6.074
44,6.002
96,5.996
48,5.952
35,5.948
50,5.938
19,5.926
46,5.792
23,5.786
16,5.75
49,5.748
27,5.696
11,5.678
39,5.662
25,5.646
31,5.634
79,5.622
10,5.598
40,5.594
62,5.552
38,5.488
18,5.45
21,5.442
52,5.346
42,5.328
43,5.25
33,5.212
87,5.202
9,5.188
17,5.16
41,5.142
24,5.126
29,5.076
7,5.016
81,4.968
51,4.908
70,4.868
55,4.824
67,4.824
28,4.788
59,4.746
53,4.726
82,4.722
54,4.722
95,4.72
65,4.672
15,4.646
80,4.642
60,4.636
83,4.58
13,4.57
93,4.53
12,4.518
66,4.438
63,4.378
64,4.36
56,4.276
85,4.216
14,4.174
94,4.144
69,4.112
61,4.102
57,4.06
86,3.984
89,3.952
90,3.94
74,3.934
78,3.91
71,3.876
68,3.776
75,3.774
76,3.648
77,3.582
73,3.47
58,3.376
72,3.22
92,3.208
88,3.204
91,3.016
