node,labels
0,8.266
99,8.18
2,7.866
1,7.336
98,7.314
30,7.134
4,7.114
3,7.102
97,6.92
11,6.916
78,6.782
43,6.598
96,6.364
59,6.156
6,6.148
15,5.98
7,5.972
24,5.968
27,5.908
26,5.874
39,5.868
35,5.826
21,5.774
8,5.724
41,5.722
44,5.722
5,5.692
68,5.654
46,5.648
47,5.644
48,5.558
42,5.476
34,5.474
33,5.394
65,5.356
40,5.282
18,5.25
73,5.242
38,5.226
62,5.224
17,5.204
12,5.192
25,5.19
75,5.18
22,5.162
58,5.162
84,5.156
28,5.128
55,5.086
95,5.066
87,5.05
82,5.042
13,5.028
10,5.018
29,5.012
16,5.0
31,4.984
50,4.954
56,4.912
36,4.876
57,4.876
61,4.808
37,4.786
9,4.756
20,4.686
51,4.654
77,4.642
94,4.638
71,4.624
79,4.62
76,4.612
60,4.578
67,4.562
70,4.552
23,4.548
14,4.508
72,4.496
45,4.474
19,4.47
80,4.452
88,4.394
32,4.348
54,4.338
52,4.258
53,4.254
85,4.228
66,4.22
69,4.146
83,4.136
64,4.088
49,4.058
81,3.908
89,3.788
93,3.788
91,3.758
90,3.728
86,3.712
63,3.688
92,3.642
74,3.47
