node,labels
39,12.834
0,12.486
3,11.638
1,11.176
19,11.118
10,10.832
15,10.312
20,9.95
46,9.938
11,9.692
28,9.512
69,9.254
48,8.64
8,8.538
2,8.428
51,8.3
5,8.046
38,7.826
9,7.742
68,7.584
58,7.536
82,7.514
70,7.506
59,7.446
24,7.188
18,6.958
25,6.958
98,6.932
30,6.874
14,6.85
92,6.642
13,6.554
76,6.504
56,6.436
6,6.378
17,6.296
95,6.286
61,6.278
90,6.238
33,6.166
91,5.986
34,5.786
65,5.6
78,5.456
37,5.412
71,5.364
12,5.312
86,5.242
43,5.216
26,5.206
72,5.066
63,5.03
45,4.936
73,4.896
44,4.888
66,4.71
31,4.65
22,4.49
55,4.422
57,4.408
60,4.32
27,4.31
64,4.168
79,4.13
83,4.086
29,4.066
88,3.984
4,3.926
94,3.802
41,3.664
49,3.622
80,3.594
40,3.582
77,3.564
23,3.552
52,3.442
97,3.394
67,3.358
75,3.248
62,3.156
50,3.13
16,2.988
54,2.956
53,2.844
47,2.738
32,2.662
36,2.648
84,2.538
7,2.504
87,2.496
74,2.456
81,2.41
96,2.364
42,2.194
93,2.172
21,2.106
85,2.094
89,2.072
99,1.6
35,1.42
