id,node1,node2
0,0,17
1,0,22
2,0,28
3,0,32
4,0,36
5,0,37
6,0,38
7,0,41
8,0,43
9,1,2
10,1,8
11,1,11
12,1,18
13,1,19
14,1,24
15,1,25
16,1,31
17,1,32
18,1,40
19,1,43
20,1,49
21,2,3
22,2,10
23,2,11
24,2,13
25,2,20
26,2,22
27,2,23
28,2,25
29,2,26
30,2,30
31,2,31
32,2,33
33,2,34
34,2,37
35,2,40
36,2,43
37,2,44
38,2,49
39,3,4
40,3,7
41,3,13
42,3,14
43,3,15
44,3,19
45,3,20
46,3,22
47,3,23
48,3,26
49,3,27
50,3,28
51,3,36
52,3,37
53,3,40
54,3,43
55,3,44
56,4,10
57,4,19
58,4,21
59,4,24
60,4,27
61,4,30
62,4,31
63,4,34
64,4,35
65,4,38
66,4,40
67,4,46
68,5,12
69,5,14
70,5,15
71,5,21
72,5,23
73,5,26
74,5,34
75,5,38
76,5,40
77,5,43
78,5,44
79,5,46
80,5,48
81,6,10
82,6,14
83,6,16
84,6,17
85,6,21
86,6,24
87,6,25
88,6,33
89,6,45
90,6,47
91,7,14
92,7,15
93,7,35
94,7,39
95,7,40
96,7,41
97,7,44
98,7,46
99,8,9
100,8,11
101,8,15
102,8,17
103,8,18
104,8,19
105,8,26
106,8,32
107,8,35
108,8,38
109,8,42
110,8,43
111,8,45
112,8,46
113,8,48
114,8,49
115,9,11
116,9,16
117,9,20
118,9,24
119,9,26
120,9,34
121,9,36
122,9,42
123,9,44
124,9,46
125,9,49
126,10,15
127,10,18
128,10,20
129,10,33
130,10,41
131,10,42
132,10,47
133,10,48
134,11,12
135,11,13
136,11,15
137,11,16
138,11,17
139,11,24
140,11,26
141,11,28
142,11,34
143,11,36
144,11,41
145,11,46
146,12,23
147,12,29
148,12,35
149,12,36
150,12,39
151,12,43
152,12,47
153,13,24
154,13,35
155,13,37
156,13,48
157,14,15
158,14,17
159,14,29
160,14,31
161,14,32
162,15,18
163,15,22
164,15,23
165,15,27
166,15,34
167,15,35
168,15,36
169,15,39
170,16,17
171,16,22
172,16,26
173,16,27
174,16,38
175,16,39
176,16,45
177,17,20
178,17,23
179,17,27
180,17,34
181,17,39
182,17,41
183,17,42
184,17,45
185,18,19
186,18,20
187,18,25
188,18,29
189,18,33
190,18,34
191,18,36
192,18,38
193,18,40
194,18,42
195,18,46
196,19,23
197,19,25
198,19,38
199,19,39
200,19,40
201,19,44
202,19,48
203,20,21
204,20,27
205,20,31
206,20,33
207,20,34
208,20,37
209,20,47
210,21,31
211,21,37
212,21,39
213,21,48
214,22,28
215,22,29
216,22,37
217,23,28
218,23,32
219,23,38
220,23,41
221,23,42
222,23,46
223,23,47
224,24,26
225,24,29
226,24,38
227,24,43
228,25,30
229,25,34
230,25,45
231,25,47
232,25,48
233,25,49
234,26,29
235,26,32
236,26,39
237,26,42
238,26,49
239,27,30
240,27,31
241,27,43
242,27,46
243,27,47
244,28,31
245,28,33
246,28,37
247,28,39
248,28,40
249,28,45
250,29,31
251,29,39
252,29,45
253,30,33
254,30,34
255,30,38
256,31,32
257,31,34
258,31,35
259,31,36
260,31,38
261,31,43
262,31,45
263,31,48
264,32,35
265,32,36
266,32,38
267,32,39
268,33,37
269,33,38
270,33,39
271,33,40
272,33,41
273,33,43
274,33,44
275,33,49
276,34,40
277,34,44
278,34,45
279,35,40
280,35,42
281,35,45
282,35,48
283,36,37
284,36,42
285,36,44
286,36,45
287,37,38
288,37,46
289,37,48
290,38,39
291,39,43
292,40,46
293,41,43
294,41,44
295,42,47
296,43,47
297,43,49
298,44,47
299,46,49
