id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,0,3
5,0,47
6,0,4
7,0,46
8,0,5
9,0,45
10,0,15
11,1,2
12,1,3
13,1,49
14,1,4
15,1,48
16,1,47
17,1,6
18,1,46
19,1,7
20,1,45
21,1,34
22,2,3
23,2,4
24,2,5
25,2,6
26,2,48
27,2,7
28,2,47
29,2,8
30,2,46
31,2,49
32,3,4
33,3,5
34,3,6
35,3,7
36,3,8
37,3,48
38,3,9
39,3,47
40,4,5
41,4,6
42,4,8
43,4,9
44,4,49
45,4,10
46,4,48
47,4,33
48,5,6
49,5,7
50,5,8
51,5,9
52,5,10
53,5,11
54,5,49
55,6,7
56,6,8
57,6,9
58,6,10
59,6,12
60,6,35
61,7,8
62,7,9
63,7,10
64,7,11
65,7,12
66,7,13
67,8,9
68,8,10
69,8,11
70,8,12
71,8,13
72,8,14
73,9,10
74,9,11
75,9,12
76,9,13
77,9,14
78,9,15
79,9,44
80,10,11
81,10,12
82,10,14
83,10,15
84,10,16
85,10,46
86,11,12
87,11,15
88,11,16
89,11,17
90,11,44
91,11,28
92,11,37
93,12,13
94,12,14
95,12,15
96,12,16
97,12,17
98,12,18
99,12,20
100,13,14
101,13,15
102,13,16
103,13,17
104,13,18
105,13,19
106,13,40
107,14,15
108,14,16
109,14,17
110,14,18
111,14,19
112,14,20
113,15,16
114,15,17
115,15,19
116,15,20
117,15,21
118,15,46
119,16,17
120,16,18
121,16,19
122,16,21
123,16,22
124,16,29
125,17,18
126,17,19
127,17,20
128,17,21
129,17,22
130,17,23
131,17,37
132,18,20
133,18,21
134,18,22
135,18,23
136,18,24
137,18,25
138,18,31
139,19,20
140,19,21
141,19,22
142,19,23
143,19,24
144,19,25
145,19,40
146,19,45
147,20,23
148,20,26
149,20,38
150,20,49
151,20,37
152,20,40
153,21,22
154,21,23
155,21,24
156,21,25
157,21,26
158,21,27
159,22,23
160,22,24
161,22,25
162,22,26
163,22,27
164,22,28
165,22,36
166,23,24
167,23,25
168,23,26
169,23,27
170,23,28
171,23,29
172,24,25
173,24,26
174,24,27
175,24,28
176,24,29
177,24,30
178,25,27
179,25,28
180,25,29
181,25,30
182,25,31
183,25,49
184,26,27
185,26,28
186,26,29
187,26,30
188,26,31
189,26,32
190,27,28
191,27,29
192,27,30
193,27,31
194,27,33
195,27,47
196,28,29
197,28,30
198,28,31
199,28,32
200,28,33
201,28,34
202,29,30
203,29,31
204,29,32
205,29,33
206,29,34
207,29,35
208,30,32
209,30,33
210,30,35
211,30,47
212,30,46
213,30,40
214,31,32
215,31,33
216,31,34
217,31,37
218,31,46
219,32,33
220,32,34
221,32,35
222,32,36
223,32,37
224,32,38
225,33,35
226,33,36
227,33,37
228,33,38
229,33,39
230,33,43
231,33,34
232,34,36
233,34,37
234,34,38
235,34,39
236,34,40
237,35,36
238,35,37
239,35,38
240,35,39
241,35,40
242,35,41
243,35,47
244,36,37
245,36,38
246,36,39
247,36,41
248,36,45
249,37,38
250,37,39
251,37,42
252,37,43
253,38,39
254,38,40
255,38,41
256,38,42
257,38,43
258,38,44
259,39,40
260,39,41
261,39,42
262,39,43
263,39,44
264,39,45
265,40,41
266,40,44
267,40,45
268,40,46
269,41,42
270,41,43
271,41,44
272,41,45
273,41,46
274,41,47
275,42,43
276,42,44
277,42,45
278,42,46
279,42,47
280,42,48
281,43,44
282,43,45
283,43,46
284,43,47
285,43,48
286,43,49
287,44,45
288,44,46
289,44,47
290,44,48
291,44,49
292,45,46
293,45,47
294,45,49
295,46,47
296,46,48
297,46,49
298,47,49
299,48,49
