id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,0,3
5,0,47
6,0,46
7,0,36
8,0,34
9,1,3
10,1,49
11,1,4
12,1,48
13,1,5
14,1,47
15,1,44
16,2,4
17,2,5
18,2,49
19,2,6
20,2,48
21,2,32
22,3,4
23,3,6
24,3,7
25,3,49
26,3,9
27,4,5
28,4,8
29,4,45
30,4,9
31,5,6
32,5,7
33,5,8
34,5,9
35,5,30
36,6,7
37,6,8
38,6,9
39,6,10
40,7,8
41,7,9
42,7,10
43,7,11
44,7,19
45,8,9
46,8,10
47,8,11
48,8,12
49,8,29
50,9,10
51,9,11
52,9,12
53,9,13
54,9,16
55,9,43
56,10,11
57,10,12
58,10,13
59,10,34
60,11,12
61,11,13
62,11,14
63,11,20
64,11,39
65,11,16
66,12,13
67,12,14
68,12,15
69,12,16
70,13,15
71,13,16
72,13,17
73,13,19
74,14,15
75,14,16
76,14,17
77,14,18
78,15,16
79,15,17
80,15,18
81,15,19
82,16,17
83,16,18
84,16,20
85,17,18
86,17,19
87,17,20
88,17,21
89,18,19
90,18,20
91,18,21
92,18,22
93,19,20
94,19,21
95,19,23
96,20,23
97,20,24
98,20,41
99,21,22
100,21,23
101,21,24
102,21,25
103,22,23
104,22,24
105,22,25
106,22,26
107,23,24
108,23,27
109,23,31
110,23,49
111,23,44
112,24,25
113,24,27
114,24,28
115,24,29
116,25,26
117,25,27
118,25,28
119,25,29
120,26,27
121,26,28
122,26,29
123,26,30
124,26,39
125,27,28
126,27,29
127,27,30
128,27,31
129,28,29
130,28,30
131,28,31
132,28,32
133,29,30
134,29,31
135,29,33
136,30,31
137,30,32
138,30,33
139,31,32
140,31,33
141,31,34
142,31,35
143,32,33
144,32,34
145,32,35
146,32,36
147,32,46
148,33,34
149,33,35
150,33,36
151,33,37
152,34,35
153,34,36
154,34,37
155,34,38
156,35,36
157,35,37
158,35,38
159,35,39
160,36,37
161,36,38
162,36,40
163,37,38
164,37,39
165,37,40
166,37,41
167,37,45
168,38,39
169,38,40
170,38,41
171,38,42
172,39,40
173,39,41
174,40,41
175,40,42
176,40,44
177,40,49
178,41,42
179,41,43
180,41,44
181,41,45
182,42,43
183,42,44
184,42,45
185,42,46
186,43,44
187,43,45
188,43,46
189,44,45
190,44,46
191,44,48
192,45,46
193,45,47
194,45,48
195,46,47
196,46,48
197,47,48
198,47,49
199,48,49
