node,labels
3,7.974
0,7.812
4,7.786
1,7.65
5,7.044
7,6.802
6,6.756
99,6.52
12,6.186
18,6.178
13,6.17
22,6.154
23,6.112
20,6.096
96,6.068
14,6.048
10,6.046
9,6.022
97,6.018
2,5.996
17,5.93
16,5.858
24,5.846
98,5.804
11,5.804
94,5.77
40,5.664
42,5.502
95,5.49
57,5.426
62,5.386
37,5.338
21,5.184
15,5.126
36,5.11
8,5.066
39,5.034
33,5.03
56,4.922
55,4.902
25,4.892
61,4.884
66,4.884
52,4.876
29,4.87
51,4.862
28,4.83
19,4.78
27,4.746
59,4.718
32,4.708
38,4.682
82,4.682
58,4.654
53,4.624
78,4.616
83,4.538
35,4.536
86,4.532
45,4.526
50,4.516
34,4.498
60,4.496
81,4.484
46,4.456
48,4.456
65,4.454
91,4.436
47,4.43
79,4.41
31,4.366
43,4.278
64,4.264
26,4.256
85,4.256
75,4.192
70,4.136
92,4.128
72,4.122
77,4.102
49,4.096
30,4.006
80,4.002
63,3.962
90,3.948
74,3.918
41,3.888
87,3.846
67,3.824
73,3.798
44,3.766
93,3.748
69,3.72
89,3.666
68,3.66
71,3.614
76,3.578
54,3.54
84,3.372
88,3.284
