id,node1,node2
0,0,34
1,0,36
2,0,47
3,1,3
4,1,28
5,1,30
6,1,32
7,1,38
8,1,40
9,1,45
10,2,6
11,2,29
12,2,33
13,2,39
14,2,47
15,3,5
16,3,34
17,3,38
18,3,42
19,4,11
20,4,30
21,4,37
22,4,48
23,5,11
24,5,14
25,5,24
26,6,9
27,6,17
28,6,30
29,6,37
30,6,39
31,6,41
32,6,49
33,7,25
34,7,28
35,8,12
36,8,34
37,8,35
38,8,38
39,8,43
40,9,20
41,9,36
42,9,40
43,9,46
44,10,16
45,10,23
46,11,30
47,11,49
48,12,16
49,12,19
50,12,20
51,12,30
52,13,34
53,13,38
54,14,18
55,14,30
56,14,35
57,14,40
58,15,23
59,15,42
60,16,47
61,17,33
62,19,28
63,19,40
64,19,46
65,21,30
66,21,34
67,21,35
68,21,39
69,23,33
70,23,45
71,24,29
72,24,33
73,24,45
74,24,48
75,25,33
76,25,42
77,27,49
78,28,33
79,28,38
80,28,40
81,28,42
82,28,46
83,29,36
84,30,38
85,31,37
86,32,36
87,32,41
88,32,46
89,33,39
90,34,41
91,34,43
92,36,39
93,40,42
94,40,46
95,41,43
96,43,45
97,44,45
98,44,47
99,47,49
