id,node1,node2
0,0,4
1,0,5
2,0,9
3,0,12
4,0,13
5,0,25
6,0,32
7,0,35
8,0,40
9,0,41
10,0,42
11,0,43
12,0,44
13,0,45
14,0,48
15,1,3
16,1,7
17,1,12
18,1,13
19,1,20
20,1,24
21,1,28
22,1,38
23,1,39
24,1,42
25,2,3
26,2,8
27,2,15
28,2,17
29,2,19
30,2,23
31,2,25
32,2,31
33,2,32
34,2,38
35,2,45
36,2,47
37,2,48
38,3,5
39,3,7
40,3,15
41,3,16
42,3,18
43,3,20
44,3,22
45,3,32
46,3,34
47,3,35
48,3,42
49,3,43
50,3,45
51,3,48
52,4,15
53,4,16
54,4,19
55,4,22
56,4,23
57,4,26
58,4,27
59,4,29
60,4,31
61,4,33
62,4,40
63,4,42
64,4,45
65,5,11
66,5,12
67,5,13
68,5,16
69,5,20
70,5,22
71,5,26
72,5,29
73,5,31
74,5,39
75,5,41
76,5,45
77,5,47
78,6,7
79,6,10
80,6,12
81,6,21
82,6,23
83,6,24
84,6,30
85,6,34
86,6,38
87,6,39
88,6,40
89,6,41
90,6,45
91,6,48
92,7,8
93,7,15
94,7,18
95,7,19
96,7,20
97,7,21
98,7,22
99,7,23
100,7,25
101,7,26
102,7,32
103,7,33
104,7,37
105,7,41
106,8,10
107,8,11
108,8,12
109,8,15
110,8,18
111,8,20
112,8,22
113,8,24
114,8,37
115,8,43
116,8,47
117,8,48
118,8,49
119,9,10
120,9,15
121,9,16
122,9,21
123,9,25
124,9,27
125,9,28
126,9,29
127,9,32
128,9,37
129,9,39
130,9,42
131,9,45
132,9,46
133,9,49
134,10,12
135,10,13
136,10,19
137,10,24
138,10,30
139,10,32
140,10,33
141,10,35
142,10,36
143,10,43
144,10,46
145,10,47
146,11,12
147,11,13
148,11,18
149,11,21
150,11,25
151,11,26
152,11,27
153,11,32
154,11,37
155,11,41
156,12,22
157,12,23
158,12,24
159,12,28
160,12,29
161,12,31
162,12,32
163,12,34
164,12,35
165,12,43
166,12,44
167,12,45
168,12,46
169,12,47
170,13,14
171,13,17
172,13,19
173,13,22
174,13,23
175,13,28
176,13,30
177,13,31
178,13,32
179,13,35
180,13,38
181,13,40
182,13,41
183,13,43
184,13,46
185,14,17
186,14,18
187,14,22
188,14,23
189,14,25
190,14,30
191,14,31
192,14,33
193,14,43
194,14,44
195,14,45
196,14,47
197,14,49
198,15,17
199,15,18
200,15,30
201,15,35
202,15,40
203,15,42
204,15,43
205,15,45
206,15,47
207,15,49
208,16,19
209,16,26
210,16,30
211,16,34
212,16,42
213,16,44
214,16,48
215,16,49
216,17,18
217,17,19
218,17,23
219,17,31
220,17,37
221,17,41
222,17,46
223,18,20
224,18,22
225,18,23
226,18,25
227,18,30
228,18,31
229,18,32
230,18,36
231,18,42
232,18,44
233,18,45
234,18,47
235,19,21
236,19,24
237,19,29
238,19,31
239,19,32
240,19,33
241,19,34
242,19,41
243,19,43
244,19,44
245,19,45
246,19,46
247,19,47
248,19,48
249,20,21
250,20,26
251,20,29
252,20,34
253,20,37
254,20,41
255,20,43
256,21,23
257,21,24
258,21,25
259,21,27
260,21,29
261,21,33
262,21,38
263,21,41
264,21,42
265,21,44
266,21,48
267,21,49
268,22,25
269,22,26
270,22,27
271,22,33
272,22,34
273,22,35
274,22,42
275,22,43
276,22,47
277,22,49
278,23,26
279,23,28
280,23,29
281,23,35
282,23,37
283,23,38
284,23,39
285,23,40
286,24,25
287,24,27
288,24,29
289,24,30
290,24,34
291,24,35
292,24,36
293,24,38
294,24,48
295,24,49
296,25,29
297,25,32
298,25,33
299,25,35
300,25,36
301,25,37
302,25,39
303,25,40
304,25,44
305,25,46
306,25,47
307,26,31
308,26,32
309,26,33
310,26,36
311,26,43
312,26,49
313,27,28
314,27,29
315,27,30
316,27,31
317,27,33
318,27,35
319,27,43
320,27,47
321,27,49
322,28,29
323,28,30
324,28,31
325,28,32
326,28,33
327,28,37
328,28,39
329,28,41
330,28,48
331,29,35
332,29,39
333,29,43
334,30,34
335,30,36
336,30,39
337,30,40
338,30,44
339,30,46
340,31,35
341,31,37
342,31,38
343,31,39
344,31,40
345,31,44
346,31,47
347,32,34
348,32,38
349,32,39
350,32,43
351,32,44
352,32,48
353,33,34
354,33,40
355,33,42
356,33,46
357,33,49
358,34,37
359,34,42
360,34,43
361,34,45
362,35,40
363,35,41
364,35,45
365,35,46
366,36,38
367,36,43
368,36,46
369,36,47
370,37,38
371,37,39
372,37,45
373,37,46
374,38,40
375,38,45
376,38,46
377,38,49
378,39,45
379,39,46
380,39,47
381,39,48
382,39,49
383,40,41
384,41,43
385,41,46
386,41,47
387,41,49
388,42,45
389,42,46
390,42,48
391,43,46
392,43,49
393,44,45
394,44,47
395,44,49
396,45,49
397,46,48
398,47,48
399,47,49
