node,labels
5,9.494
2,9.186
1,8.786
4,8.784
0,8.36
3,8.0
8,7.588
6,7.538
99,7.154
98,7.144
97,7.068
9,6.864
10,6.606
16,6.606
11,6.52
17,6.16
27,6.038
7,6.034
25,6.008
96,5.998
13,5.91
14,5.854
12,5.848
15,5.8
23,5.506
79,5.458
19,5.44
34,5.354
24,5.34
37,5.338
58,5.32
39,5.312
26,5.306
77,5.27
20,5.196
30,5.168
21,5.098
31,5.054
73,5.008
56,4.982
52,4.946
48,4.91
22,4.91
49,4.876
86,4.844
94,4.844
51,4.822
18,4.818
53,4.724
78,4.718
93,4.67
44,4.662
33,4.66
82,4.634
57,4.626
36,4.62
95,4.606
38,4.606
55,4.602
28,4.568
45,4.56
29,4.516
54,4.496
91,4.48
88,4.444
43,4.424
69,4.416
32,4.406
74,4.368
47,4.328
71,4.298
80,4.296
70,4.25
42,4.228
61,4.2
72,4.182
46,4.156
81,4.098
75,4.048
41,4.026
90,4.024
66,4.022
59,4.004
50,3.996
65,3.98
60,3.96
84,3.954
64,3.948
87,3.898
76,3.888
83,3.794
63,3.774
62,3.714
35,3.698
68,3.662
67,3.58
89,3.516
40,3.438
85,3.322
92,3.292
