node,labels
38,11.432
31,10.51
75,9.91
78,9.872
6,9.326
24,9.212
88,8.994
5,8.994
59,8.942
21,8.606
52,8.416
71,8.002
46,7.888
96,7.678
30,7.518
49,7.284
27,7.276
13,7.202
94,7.03
23,6.942
90,6.938
7,6.792
68,6.7
3,6.676
80,6.638
61,6.476
98,6.444
8,6.388
26,6.376
86,6.334
57,6.324
1,6.266
2,6.166
64,6.102
10,6.05
42,6.048
18,5.962
62,5.83
95,5.824
73,5.824
85,5.778
76,5.764
22,5.622
11,5.602
50,5.58
93,5.536
28,5.334
37,5.24
15,5.232
99,5.082
69,5.044
25,5.044
92,4.786
82,4.732
97,4.684
74,4.676
54,4.642
12,4.624
60,4.552
53,4.51
83,4.506
39,4.44
63,4.438
66,4.436
32,4.368
70,4.266
81,4.234
4,4.156
43,4.124
89,4.018
20,3.994
84,3.904
45,3.898
65,3.824
67,3.8
16,3.794
40,3.774
0,3.734
33,3.626
58,3.5
29,3.364
72,3.102
19,3.002
91,2.79
14,2.634
51,2.628
9,2.566
77,2.546
34,2.512
47,2.318
17,2.276
36,2.22
44,2.178
41,2.118
55,2.056
87,2.034
79,2.004
48,1.956
35,1.728
56,1.54
