id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,0,3
5,0,47
6,0,46
7,0,5
8,0,6
9,0,44
10,0,7
11,0,43
12,0,8
13,0,42
14,0,41
15,0,10
16,0,40
17,0,35
18,0,14
19,0,27
20,1,2
21,1,3
22,1,49
23,1,4
24,1,48
25,1,5
26,1,47
27,1,46
28,1,7
29,1,45
30,1,8
31,1,44
32,1,9
33,1,43
34,1,10
35,1,42
36,1,11
37,1,41
38,1,16
39,2,3
40,2,4
41,2,5
42,2,49
43,2,6
44,2,48
45,2,7
46,2,47
47,2,8
48,2,46
49,2,9
50,2,45
51,2,10
52,2,43
53,2,12
54,2,42
55,2,38
56,2,22
57,2,33
58,2,24
59,2,32
60,3,4
61,3,5
62,3,6
63,3,7
64,3,49
65,3,8
66,3,48
67,3,9
68,3,47
69,3,10
70,3,46
71,3,12
72,3,44
73,3,13
74,3,43
75,3,32
76,3,26
77,4,5
78,4,6
79,4,7
80,4,8
81,4,9
82,4,49
83,4,10
84,4,11
85,4,12
86,4,13
87,4,45
88,4,14
89,4,44
90,4,30
91,4,26
92,4,41
93,4,28
94,5,6
95,5,8
96,5,9
97,5,10
98,5,11
99,5,49
100,5,12
101,5,48
102,5,13
103,5,47
104,5,14
105,5,46
106,5,15
107,5,45
108,5,22
109,6,8
110,6,9
111,6,11
112,6,12
113,6,13
114,6,49
115,6,14
116,6,48
117,6,15
118,6,47
119,6,16
120,6,46
121,6,21
122,6,45
123,7,8
124,7,9
125,7,10
126,7,11
127,7,13
128,7,14
129,7,15
130,7,49
131,7,16
132,7,48
133,7,17
134,7,47
135,7,39
136,7,43
137,7,37
138,7,20
139,8,9
140,8,10
141,8,11
142,8,12
143,8,13
144,8,14
145,8,15
146,8,16
147,8,17
148,8,49
149,8,18
150,8,48
151,9,10
152,9,11
153,9,12
154,9,13
155,9,14
156,9,15
157,9,16
158,9,17
159,9,18
160,9,19
161,9,49
162,10,11
163,10,12
164,10,13
165,10,14
166,10,15
167,10,16
168,10,17
169,10,18
170,10,19
171,10,20
172,11,12
173,11,13
174,11,14
175,11,15
176,11,16
177,11,17
178,11,18
179,11,19
180,11,20
181,11,21
182,12,13
183,12,14
184,12,15
185,12,16
186,12,17
187,12,18
188,12,19
189,12,20
190,12,21
191,12,22
192,12,26
193,13,14
194,13,15
195,13,16
196,13,17
197,13,18
198,13,20
199,13,21
200,13,22
201,13,23
202,13,37
203,13,36
204,13,34
205,13,40
206,14,15
207,14,16
208,14,17
209,14,18
210,14,19
211,14,20
212,14,21
213,14,22
214,14,23
215,14,24
216,14,44
217,15,17
218,15,18
219,15,19
220,15,20
221,15,21
222,15,22
223,15,23
224,15,25
225,15,34
226,15,47
227,15,27
228,16,17
229,16,18
230,16,19
231,16,20
232,16,21
233,16,22
234,16,23
235,16,24
236,16,25
237,16,26
238,16,30
239,17,18
240,17,19
241,17,20
242,17,21
243,17,22
244,17,24
245,17,25
246,17,26
247,17,27
248,17,31
249,18,20
250,18,22
251,18,23
252,18,24
253,18,25
254,18,26
255,18,27
256,18,28
257,18,34
258,18,29
259,18,38
260,19,20
261,19,21
262,19,22
263,19,23
264,19,25
265,19,26
266,19,27
267,19,28
268,19,29
269,19,33
270,20,21
271,20,22
272,20,23
273,20,24
274,20,25
275,20,26
276,20,27
277,20,28
278,20,30
279,21,23
280,21,24
281,21,25
282,21,26
283,21,27
284,21,28
285,21,29
286,21,30
287,21,31
288,21,41
289,22,23
290,22,24
291,22,25
292,22,26
293,22,27
294,22,28
295,22,30
296,22,31
297,22,32
298,23,24
299,23,25
300,23,26
301,23,27
302,23,28
303,23,29
304,23,30
305,23,31
306,23,32
307,23,33
308,24,25
309,24,26
310,24,27
311,24,28
312,24,29
313,24,30
314,24,31
315,24,32
316,24,33
317,24,34
318,24,38
319,25,26
320,25,28
321,25,29
322,25,30
323,25,31
324,25,32
325,25,33
326,25,34
327,25,35
328,25,37
329,25,45
330,26,27
331,26,29
332,26,32
333,26,33
334,26,34
335,26,35
336,26,36
337,26,38
338,27,28
339,27,29
340,27,30
341,27,31
342,27,32
343,27,33
344,27,34
345,27,35
346,27,36
347,27,37
348,28,29
349,28,30
350,28,31
351,28,32
352,28,33
353,28,34
354,28,36
355,28,37
356,28,38
357,28,45
358,28,46
359,29,30
360,29,31
361,29,32
362,29,34
363,29,35
364,29,36
365,29,37
366,29,38
367,29,39
368,29,42
369,30,31
370,30,34
371,30,35
372,30,36
373,30,37
374,30,38
375,30,39
376,30,40
377,30,48
378,31,32
379,31,33
380,31,34
381,31,35
