id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,0,3
5,0,47
6,0,4
7,0,46
8,1,2
9,1,49
10,1,48
11,1,5
12,1,47
13,1,11
14,1,17
15,2,3
16,2,4
17,2,5
18,2,49
19,2,6
20,2,48
21,2,29
22,3,5
23,3,6
24,3,7
25,3,49
26,3,42
27,4,5
28,4,6
29,4,7
30,4,8
31,4,43
32,5,6
33,5,7
34,5,8
35,5,22
36,6,7
37,6,8
38,6,16
39,6,19
40,6,30
41,7,8
42,7,9
43,7,10
44,7,11
45,8,9
46,8,10
47,8,11
48,8,12
49,9,10
50,9,12
51,9,13
52,9,23
53,10,11
54,10,12
55,10,14
56,10,29
57,11,12
58,11,13
59,11,14
60,11,15
61,11,23
62,12,13
63,12,14
64,12,15
65,12,16
66,13,14
67,13,15
68,13,16
69,13,17
70,14,15
71,14,16
72,14,17
73,14,18
74,15,16
75,15,17
76,15,18
77,15,19
78,16,18
79,16,19
80,16,20
81,16,44
82,17,18
83,17,19
84,17,20
85,17,21
86,18,19
87,18,20
88,18,21
89,18,39
90,19,20
91,19,22
92,19,23
93,19,27
94,19,44
95,20,21
96,20,23
97,20,24
98,20,31
99,20,36
100,20,28
101,21,22
102,21,23
103,21,24
104,21,25
105,22,23
106,22,24
107,22,25
108,22,26
109,22,42
110,23,24
111,23,25
112,23,26
113,24,25
114,24,26
115,24,27
116,24,28
117,24,45
118,25,26
119,25,27
120,25,28
121,25,29
122,26,27
123,26,28
124,26,29
125,26,30
126,26,39
127,27,28
128,27,29
129,27,30
130,27,31
131,28,29
132,28,30
133,28,31
134,28,32
135,29,30
136,29,31
137,29,32
138,30,31
139,30,32
140,30,33
141,30,34
142,31,33
143,31,34
144,31,35
145,32,33
146,32,34
147,32,35
148,32,36
149,33,34
150,33,35
151,33,36
152,33,37
153,34,35
154,34,36
155,34,37
156,34,38
157,35,36
158,35,37
159,35,38
160,35,39
161,36,38
162,36,39
163,36,40
164,37,38
165,37,39
166,37,40
167,37,41
168,38,39
169,38,40
170,38,41
171,38,42
172,39,40
173,39,41
174,39,43
175,40,41
176,40,43
177,40,44
178,40,49
179,41,42
180,41,43
181,41,44
182,41,45
183,42,44
184,42,45
185,42,46
186,43,45
187,43,46
188,43,47
189,44,45
190,44,46
191,45,46
192,45,48
193,45,49
194,46,47
195,46,48
196,46,49
197,47,48
198,47,49
199,48,49
