node,labels
32,13.764
0,13.352
55,13.348
46,12.976
4,12.306
49,12.052
75,11.69
70,11.296
85,10.516
7,10.452
23,9.946
30,9.906
35,9.43
8,9.414
51,9.226
33,9.108
97,8.92
48,8.884
54,8.82
66,8.682
77,8.068
67,8.024
10,7.994
28,7.728
87,7.704
47,7.64
3,7.604
99,7.42
78,7.414
90,7.382
24,7.106
83,7.096
2,6.992
68,6.962
15,6.654
17,6.618
14,6.49
88,6.478
5,6.326
26,6.102
94,6.06
25,5.966
43,5.888
80,5.516
37,5.13
52,4.932
20,4.922
72,4.71
65,4.64
91,4.502
96,4.426
36,4.154
19,4.064
1,3.992
81,3.83
86,3.664
45,3.324
92,3.172
40,3.16
59,3.148
58,2.952
53,2.884
39,2.688
41,2.468
69,2.452
71,2.434
61,2.392
56,2.386
98,2.29
34,2.26
18,2.22
76,2.196
62,1.764
73,1.738
42,1.732
95,1.73
89,1.728
57,1.726
60,1.722
22,1.722
31,1.722
64,1.722
11,1.716
93,1.714
21,1.714
16,1.696
12,1.696
