id,node1,node2
0,0,1
1,0,10
2,0,11
3,0,13
4,0,15
5,0,19
6,0,20
7,0,21
8,0,24
9,0,26
10,0,27
11,0,28
12,0,29
13,0,33
14,0,34
15,0,35
16,0,41
17,0,42
18,0,43
19,0,44
20,0,47
21,0,48
22,0,49
23,1,4
24,1,5
25,1,6
26,1,7
27,1,11
28,1,12
29,1,15
30,1,23
31,1,26
32,1,29
33,1,31
34,1,34
35,1,36
36,1,40
37,1,41
38,1,42
39,1,45
40,2,3
41,2,4
42,2,5
43,2,11
44,2,16
45,2,17
46,2,22
47,2,24
48,2,25
49,2,27
50,2,31
51,2,33
52,2,34
53,2,43
54,2,44
55,2,45
56,2,46
57,3,4
58,3,6
59,3,8
60,3,10
61,3,14
62,3,16
63,3,18
64,3,19
65,3,23
66,3,26
67,3,27
68,3,32
69,3,36
70,3,37
71,3,40
72,3,45
73,3,47
74,3,48
75,3,49
76,4,7
77,4,10
78,4,12
79,4,15
80,4,16
81,4,17
82,4,27
83,4,32
84,4,39
85,4,40
86,4,42
87,4,43
88,4,46
89,5,6
90,5,8
91,5,10
92,5,12
93,5,14
94,5,22
95,5,24
96,5,25
97,5,31
98,5,33
99,5,36
100,5,38
101,5,39
102,5,46
103,5,48
104,5,49
105,6,8
106,6,13
107,6,15
108,6,16
109,6,18
110,6,20
111,6,22
112,6,23
113,6,24
114,6,26
115,6,28
116,6,29
117,6,36
118,6,37
119,6,40
120,6,44
121,6,45
122,6,46
123,6,49
124,7,8
125,7,9
126,7,10
127,7,11
128,7,12
129,7,15
130,7,16
131,7,17
132,7,18
133,7,24
134,7,28
135,7,29
136,7,32
137,7,36
138,7,37
139,7,43
140,7,44
141,7,47
142,8,9
143,8,10
144,8,11
145,8,12
146,8,16
147,8,18
148,8,22
149,8,23
150,8,27
151,8,29
152,8,33
153,8,34
154,8,35
155,8,36
156,8,38
157,8,40
158,8,44
159,8,48
160,8,49
161,9,11
162,9,13
163,9,17
164,9,18
165,9,19
166,9,22
167,9,24
168,9,26
169,9,29
170,9,31
171,9,33
172,9,34
173,9,38
174,9,41
175,9,42
176,10,13
177,10,14
178,10,16
179,10,18
180,10,19
181,10,20
182,10,24
183,10,28
184,10,29
185,10,33
186,10,38
187,10,39
188,10,40
189,10,41
190,10,45
191,10,47
192,10,49
193,11,13
194,11,15
195,11,16
196,11,17
197,11,19
198,11,20
199,11,24
200,11,29
201,11,30
202,11,31
203,11,32
204,11,34
205,11,35
206,11,38
207,11,39
208,11,43
209,11,45
210,11,46
211,11,49
212,12,18
213,12,19
214,12,20
215,12,23
216,12,26
217,12,28
218,12,29
219,12,31
220,12,32
221,12,35
222,12,38
223,12,41
224,12,43
225,12,44
226,12,45
227,12,46
228,12,48
229,12,49
230,13,14
231,13,17
232,13,19
233,13,20
234,13,21
235,13,23
236,13,24
237,13,26
238,13,28
239,13,31
240,13,34
241,13,36
242,13,40
243,13,46
244,13,49
245,14,20
246,14,21
