node,labels
5,13.166
3,13.114
29,13.054
2,12.954
33,12.918
8,12.778
9,12.71
6,12.658
7,12.006
31,11.988
1,11.55
16,11.496
4,10.924
15,10.304
0,10.29
27,10.288
99,9.684
34,9.562
10,9.536
20,9.036
32,8.918
44,8.864
18,8.584
60,8.47
28,8.202
22,8.156
21,8.148
19,7.998
35,7.994
56,7.88
87,7.842
36,7.716
69,7.686
23,7.604
46,7.55
13,7.51
14,7.138
98,7.01
92,7.008
26,6.986
24,6.958
11,6.866
54,6.7
30,6.666
83,6.658
75,6.642
71,6.568
58,6.53
37,6.396
39,6.392
25,6.37
45,6.368
76,6.334
38,6.252
65,6.008
17,6.0
89,5.97
40,5.918
48,5.864
47,5.636
74,5.616
63,5.574
62,5.548
61,5.432
88,5.296
86,5.17
55,5.08
77,5.078
64,5.012
42,4.976
43,4.892
90,4.856
59,4.816
67,4.784
81,4.634
78,4.608
72,4.544
57,4.532
91,4.434
73,4.374
85,4.266
12,4.238
79,4.232
94,4.212
82,4.16
41,4.14
53,4.054
66,4.024
68,4.0
49,3.932
80,3.838
52,3.544
93,3.426
95,3.402
84,3.322
96,3.322
97,3.278
51,3.25
50,3.244
70,2.876
