node,labels
1,14.742
0,13.508
9,10.382
49,10.31
12,10.294
32,9.938
10,9.192
91,9.06
77,8.686
65,8.638
63,8.23
80,8.202
11,8.02
87,7.998
30,7.888
23,7.712
88,7.658
73,7.61
52,7.532
72,7.376
60,7.372
43,7.356
6,7.294
34,7.156
61,7.128
26,7.114
18,7.032
17,6.952
99,6.87
86,6.86
90,6.498
42,6.464
39,6.214
92,6.112
16,6.04
21,5.934
70,5.88
74,5.774
5,5.602
7,5.562
50,5.542
36,5.402
94,5.34
69,5.326
4,5.216
53,5.192
55,5.166
40,5.03
14,5.014
85,4.938
19,4.928
79,4.86
15,4.844
8,4.762
66,4.746
82,4.624
68,4.55
54,4.418
27,4.392
44,4.356
71,4.192
57,4.18
62,4.146
38,3.974
89,3.966
81,3.936
20,3.864
3,3.698
22,3.656
93,3.642
56,3.602
37,3.59
98,3.388
24,3.326
35,3.314
76,3.302
84,3.224
13,3.028
25,2.998
48,2.928
97,2.742
28,2.688
46,2.618
67,2.6
96,2.594
33,2.578
78,2.486
47,2.454
29,2.422
95,2.346
58,2.056
75,2.054
31,1.978
45,1.916
2,1.664
64,1.56
41,1.53
