node,labels
1,9.938
17,8.69
85,8.29
37,8.21
46,7.944
5,7.416
29,7.342
86,7.266
22,7.006
25,6.992
23,6.982
84,6.898
91,6.708
0,6.66
9,6.656
76,6.614
38,6.606
19,6.598
3,6.378
20,6.36
78,6.31
73,6.286
96,6.23
64,6.212
4,6.104
63,6.042
28,6.018
31,5.964
8,5.924
15,5.878
21,5.84
27,5.838
6,5.76
43,5.658
18,5.616
70,5.368
12,5.364
49,5.338
94,5.334
44,5.252
53,5.242
59,5.172
11,5.09
65,5.08
51,5.078
24,5.064
52,4.862
77,4.824
54,4.708
2,4.69
80,4.672
93,4.532
39,4.426
30,4.264
88,4.22
72,4.166
98,4.146
36,4.14
41,4.104
92,4.096
48,3.964
90,3.88
56,3.868
47,3.862
60,3.828
79,3.8
82,3.764
55,3.566
35,3.556
45,3.518
67,3.51
40,3.45
87,3.426
32,3.414
13,3.392
50,3.144
74,3.144
58,3.142
61,3.13
97,3.094
83,3.046
33,2.978
81,2.958
89,2.904
42,2.724
95,2.662
26,2.62
10,2.61
62,2.444
16,2.29
99,2.034
71,2.03
57,1.998
7,1.898
69,1.878
14,1.834
66,1.826
68,1.798
34,1.56
75,1.478
