node,labels
2,15.258
4,13.56
3,12.734
1,12.492
5,11.698
8,11.566
12,11.358
13,11.342
6,11.12
0,11.09
14,10.91
10,10.872
9,10.846
11,10.214
15,9.81
99,9.732
46,9.218
7,9.076
16,8.824
86,8.758
53,8.7
28,8.154
93,8.136
40,8.046
85,7.772
17,7.54
54,7.444
51,7.424
55,7.388
98,7.006
47,6.83
49,6.762
63,6.72
65,6.66
60,6.658
56,6.616
80,6.6
52,6.506
18,6.492
61,6.486
57,6.452
29,6.426
66,6.334
19,6.294
62,6.266
58,6.25
31,6.22
59,6.054
41,6.034
42,6.026
67,5.99
20,5.982
27,5.98
64,5.934
50,5.93
21,5.914
48,5.86
33,5.846
32,5.812
39,5.802
38,5.766
44,5.752
45,5.746
71,5.73
30,5.72
34,5.7
26,5.668
81,5.64
92,5.582
69,5.57
22,5.48
23,5.434
35,5.204
84,5.184
25,5.146
43,5.12
73,5.064
70,5.022
36,4.976
24,4.954
72,4.876
68,4.824
87,4.808
37,4.688
91,4.554
83,4.438
74,4.392
79,4.274
78,4.22
90,3.922
95,3.836
76,3.824
75,3.628
94,3.446
96,3.386
77,3.378
97,3.284
89,3.28
88,3.196
82,2.952
