node,labels
0,8.798
78,8.224
39,7.7
69,7.5
13,7.346
68,7.21
58,7.146
6,7.09
66,7.09
8,6.912
92,6.882
16,6.88
99,6.738
4,6.68
3,6.504
12,6.378
42,6.312
93,6.186
83,6.162
57,6.094
25,6.028
87,5.994
49,5.986
28,5.864
15,5.842
59,5.8
14,5.778
20,5.73
62,5.666
44,5.576
64,5.576
27,5.55
97,5.338
22,5.3
11,5.27
70,5.256
61,5.218
84,5.15
46,5.122
40,5.074
90,5.072
95,5.07
71,5.064
30,5.006
94,4.99
43,4.94
5,4.93
1,4.88
72,4.776
29,4.736
73,4.666
24,4.664
19,4.638
10,4.628
17,4.574
21,4.498
41,4.43
65,4.418
54,4.314
89,4.208
96,4.158
32,4.08
75,4.048
81,4.04
9,4.022
48,3.956
60,3.938
50,3.924
51,3.908
35,3.878
31,3.764
79,3.764
91,3.628
47,3.53
85,3.408
63,3.398
74,3.386
52,3.374
18,3.344
55,3.298
67,3.294
33,3.27
76,3.268
37,3.246
77,3.236
80,3.04
26,3.034
56,2.872
23,2.71
98,2.592
38,2.588
82,2.554
45,2.486
53,2.486
36,2.442
88,2.278
86,2.218
7,2.156
2,2.148
34,2.112
