node,labels
0,8.432
95,7.946
56,7.932
43,7.39
74,7.296
90,7.246
81,7.19
10,7.138
31,6.948
94,6.808
37,6.728
65,6.632
1,6.208
5,6.204
62,6.188
15,6.086
28,6.074
77,6.048
25,5.974
6,5.972
40,5.722
13,5.69
84,5.594
35,5.524
2,5.506
85,5.498
30,5.456
47,5.436
98,5.4
49,5.392
4,5.342
33,5.332
55,5.3
41,5.226
3,5.21
91,5.17
24,5.15
63,5.142
96,5.14
11,5.098
54,5.07
72,5.024
59,5.02
48,4.996
87,4.978
38,4.958
20,4.882
19,4.762
57,4.756
61,4.714
53,4.648
32,4.596
79,4.586
67,4.536
76,4.5
26,4.452
64,4.436
22,4.436
45,4.412
36,4.364
89,4.358
83,4.352
42,4.338
75,4.316
82,4.312
78,4.276
93,4.244
16,4.234
18,4.218
58,4.216
71,4.128
29,4.01
14,3.946
44,3.92
8,3.896
73,3.764
46,3.73
27,3.724
21,3.588
51,3.558
50,3.488
66,3.356
9,3.244
12,3.24
68,3.228
88,3.188
7,3.114
34,3.09
52,3.072
17,2.956
97,2.884
99,2.874
39,2.86
70,2.818
69,2.772
80,2.756
86,2.644
92,2.532
23,2.424
60,2.04
