id,node1,node2
0,0,2
1,0,4
2,0,22
3,0,23
4,0,30
5,0,33
6,0,34
7,0,35
8,0,38
9,0,49
10,1,3
11,1,10
12,1,13
13,1,14
14,1,15
15,1,21
16,1,22
17,1,29
18,1,30
19,1,41
20,1,46
21,1,49
22,2,4
23,2,5
24,2,17
25,2,22
26,2,24
27,2,26
28,2,27
29,2,28
30,2,33
31,2,34
32,2,38
33,2,41
34,3,8
35,3,11
36,3,13
37,3,15
38,3,19
39,3,26
40,3,28
41,3,29
42,3,35
43,3,39
44,3,41
45,3,42
46,3,48
47,4,16
48,4,17
49,4,20
50,4,25
51,4,32
52,4,33
53,4,37
54,4,38
55,4,39
56,4,41
57,4,47
58,5,25
59,5,29
60,5,33
61,5,35
62,5,37
63,6,7
64,6,8
65,6,9
66,6,13
67,6,16
68,6,18
69,6,23
70,6,24
71,6,25
72,6,29
73,6,33
74,6,35
75,6,41
76,6,45
77,6,49
78,7,24
79,7,25
80,7,26
81,7,29
82,7,30
83,7,45
84,7,46
85,8,10
86,8,16
87,8,17
88,8,24
89,8,26
90,8,28
91,8,30
92,8,36
93,8,43
94,8,44
95,8,48
96,9,11
97,9,20
98,9,26
99,9,27
100,9,38
101,9,41
102,9,42
103,9,43
104,9,46
105,9,48
106,10,18
107,10,19
108,10,27
109,10,30
110,10,32
111,10,40
112,10,41
113,10,46
114,10,48
115,11,13
116,11,16
117,11,17
118,11,21
119,11,24
120,11,26
121,11,36
122,11,40
123,12,23
124,12,24
125,12,28
126,12,31
127,12,35
128,12,36
129,12,42
130,12,47
131,13,16
132,13,19
133,13,21
134,13,23
135,13,24
136,13,42
137,13,45
138,13,48
139,13,49
140,14,18
141,14,19
142,14,23
143,14,24
144,14,26
145,14,27
146,14,30
147,14,31
148,14,43
149,14,44
150,15,16
151,15,21
152,15,33
153,15,35
154,15,37
155,15,44
156,15,47
157,16,21
158,16,23
159,16,24
160,16,33
161,16,34
162,16,37
163,16,40
164,16,45
165,16,47
166,17,18
167,17,19
168,17,21
169,17,22
170,17,25
171,17,27
172,17,28
173,17,33
174,17,35
175,17,36
176,17,38
177,17,45
178,17,46
179,17,47
180,18,21
181,18,36
182,18,43
183,18,48
184,19,23
185,19,28
186,19,30
187,19,40
188,19,43
189,19,46
190,19,49
191,20,25
192,20,32
193,20,35
194,20,36
195,20,46
196,21,23
197,21,24
198,21,30
199,21,33
200,21,35
201,21,39
202,21,42
203,22,24
204,22,26
205,22,35
206,22,41
207,22,42
208,22,46
209,23,29
210,23,37
211,23,43
212,23,44
213,23,47
214,23,49
215,24,26
216,24,30
217,24,40
218,24,49
219,25,26
220,25,27
221,25,30
222,25,32
223,25,34
224,25,35
225,25,37
226,25,39
227,25,40
228,25,44
229,26,28
230,26,32
231,26,34
232,26,35
233,26,41
234,26,43
235,26,49
236,27,29
237,27,30
238,27,33
239,27,37
240,27,38
241,27,41
242,27,42
243,27,47
244,27,48
245,28,33
246,28,42
247,28,43
248,28,48
249,29,32
250,29,34
251,29,35
252,29,36
253,29,41
254,30,33
255,30,34
256,30,37
257,30,46
258,31,33
259,31,34
260,31,36
261,32,43
262,33,44
263,33,47
264,34,36
265,34,42
266,34,43
267,34,49
268,35,38
269,35,42
270,35,44
271,35,45
272,36,37
273,36,38
274,36,42
275,36,44
276,36,45
277,36,46
278,37,39
279,37,43
280,37,48
281,38,39
282,38,41
283,38,42
284,38,47
285,39,47
286,39,49
287,40,41
288,40,43
289,40,46
290,40,47
291,41,45
292,41,46
293,41,48
294,42,44
295,42,45
296,43,48
297,44,45
298,44,46
299,47,49
