node,labels
4,8.85
5,8.528
1,8.182
6,7.964
2,7.266
0,7.23
3,7.22
13,7.176
98,7.012
14,6.972
97,6.822
19,6.764
99,6.576
27,6.296
45,6.288
7,6.28
61,6.214
10,6.06
9,5.92
17,5.886
24,5.832
8,5.818
20,5.796
23,5.78
11,5.712
96,5.692
18,5.642
15,5.62
25,5.576
58,5.526
16,5.522
26,5.404
21,5.398
12,5.364
28,5.344
67,5.276
63,5.27
44,5.148
22,5.146
48,5.142
30,5.024
95,5.018
47,4.994
59,4.966
43,4.896
70,4.824
31,4.792
33,4.792
66,4.79
75,4.766
40,4.726
71,4.724
54,4.72
65,4.666
68,4.656
32,4.648
29,4.644
85,4.64
64,4.62
49,4.594
56,4.58
72,4.546
41,4.53
84,4.506
74,4.488
51,4.476
57,4.456
82,4.428
34,4.414
36,4.4
86,4.394
80,4.394
42,4.33
83,4.316
77,4.31
52,4.304
81,4.272
62,4.224
92,4.198
53,4.198
88,4.18
55,4.176
69,4.158
60,4.144
38,4.126
93,4.12
79,4.074
94,4.034
37,4.028
73,3.996
90,3.946
50,3.848
78,3.792
39,3.78
76,3.738
87,3.736
35,3.7
91,3.576
89,3.572
46,3.53
