node,labels
7,11.736
0,9.6
53,9.35
71,8.362
20,8.27
24,8.198
56,7.8
98,7.736
83,7.458
6,7.422
69,7.182
68,7.166
31,7.128
2,7.072
28,7.016
22,7.016
88,6.93
50,6.804
26,6.802
94,6.738
54,6.62
85,6.582
29,6.582
38,6.552
15,6.194
47,6.174
13,6.142
10,6.134
12,5.982
8,5.938
36,5.872
49,5.806
5,5.782
89,5.752
79,5.594
95,5.526
11,5.516
78,5.382
45,5.368
23,5.344
70,5.34
44,5.316
57,5.272
18,5.092
99,4.992
14,4.944
4,4.94
63,4.804
34,4.79
73,4.788
93,4.752
62,4.69
72,4.66
39,4.546
55,4.528
60,4.38
3,4.366
42,4.366
33,4.308
67,4.262
21,4.24
27,4.18
25,4.172
87,4.114
37,4.036
66,4.028
41,4.006
80,3.87
91,3.798
92,3.796
40,3.732
97,3.646
43,3.446
65,3.402
48,3.258
96,3.238
46,3.186
35,3.14
52,3.112
17,2.808
82,2.77
59,2.628
32,2.62
30,2.592
19,2.552
74,2.55
64,2.472
9,2.43
81,2.362
58,2.236
16,2.154
75,1.902
77,1.816
76,1.698
90,1.542
86,1.336
