node,labels
75,11.85
2,11.182
84,9.856
1,8.942
41,8.788
3,8.48
47,8.082
99,7.97
6,7.912
15,7.894
22,7.878
31,7.654
18,7.532
68,7.346
21,7.314
71,7.292
50,7.27
8,7.146
77,6.986
96,6.808
90,6.746
11,6.562
74,6.544
4,6.5
69,6.442
82,6.346
20,6.344
37,6.302
72,6.208
30,6.138
52,6.096
9,6.08
70,5.956
10,5.554
24,5.548
65,5.548
13,5.518
14,5.508
16,5.472
27,5.456
78,5.408
35,5.394
33,5.354
63,5.282
19,5.264
43,5.262
49,5.232
67,5.224
39,5.222
29,5.208
56,5.202
42,5.088
80,5.058
36,5.026
34,5.024
53,4.978
62,4.89
32,4.88
23,4.74
59,4.49
0,4.282
91,4.256
46,4.244
17,4.026
89,3.808
54,3.732
38,3.7
5,3.68
40,3.656
81,3.59
73,3.558
92,3.496
44,3.488
79,3.46
86,3.44
94,3.33
51,3.3
97,3.244
55,3.224
88,3.176
66,2.984
98,2.938
95,2.83
64,2.812
61,2.808
87,2.632
60,2.554
12,2.46
93,2.432
25,2.4
83,2.242
28,2.202
76,2.076
85,1.748
58,1.748
57,1.714
45,1.388
7,1.38
48,1.372
26,1.372
