node,labels
12,8.02
0,8.002
26,7.918
1,7.896
21,7.726
14,7.67
17,7.642
11,7.616
15,7.548
4,7.472
13,7.404
3,7.378
19,7.302
2,7.278
16,7.198
9,7.176
25,7.112
27,7.036
10,6.94
5,6.89
22,6.88
6,6.82
8,6.794
23,6.782
99,6.772
98,6.724
20,6.438
24,6.374
28,6.2
18,6.12
7,6.016
77,5.9
97,5.738
32,5.578
55,5.572
58,5.5
36,5.426
31,5.394
29,5.322
30,5.28
78,5.202
44,5.092
33,5.084
45,5.074
52,5.038
87,4.982
81,4.968
48,4.966
76,4.954
51,4.942
47,4.93
66,4.914
46,4.882
35,4.786
57,4.762
42,4.684
39,4.67
96,4.65
64,4.648
54,4.622
59,4.616
74,4.584
38,4.582
84,4.566
75,4.538
80,4.492
82,4.476
68,4.462
83,4.446
53,4.444
50,4.434
94,4.416
37,4.398
61,4.384
34,4.362
73,4.34
85,4.328
62,4.29
40,4.288
41,4.264
49,4.126
60,4.08
86,4.07
71,4.054
79,3.992
92,3.976
69,3.874
56,3.872
67,3.822
70,3.806
95,3.772
65,3.74
88,3.736
89,3.712
72,3.672
90,3.646
43,3.636
93,3.588
63,3.53
91,3.482
