node,labels
0,10.194
70,9.832
90,9.526
36,9.356
5,8.998
1,8.992
91,8.788
6,8.422
45,7.98
30,7.918
43,7.636
39,7.608
47,7.466
34,7.256
63,7.252
40,7.144
25,7.088
7,7.068
69,7.044
73,6.946
85,6.86
65,6.498
9,6.488
79,6.438
51,6.294
48,6.226
20,6.136
74,6.078
15,6.074
83,5.976
24,5.922
18,5.88
3,5.846
84,5.748
35,5.732
12,5.61
38,5.53
46,5.464
57,5.404
8,5.384
64,5.376
32,5.34
13,5.328
22,5.28
23,5.28
26,5.276
67,5.25
92,5.244
96,5.104
2,5.052
55,5.024
14,4.942
27,4.936
42,4.906
72,4.89
86,4.886
29,4.868
61,4.848
81,4.746
60,4.652
17,4.6
87,4.582
56,4.36
16,4.202
10,4.144
44,4.046
41,3.914
33,3.884
66,3.76
37,3.758
49,3.71
93,3.672
94,3.624
80,3.594
77,3.554
97,3.384
68,3.372
95,3.31
98,3.296
52,3.158
54,3.124
28,2.98
31,2.936
4,2.918
21,2.77
19,2.72
50,2.702
75,2.376
82,2.332
53,2.324
99,2.24
78,2.156
11,2.078
58,2.016
59,1.974
89,1.818
