node,labels
4,8.968
2,8.556
0,8.334
5,8.106
3,8.096
12,7.984
99,7.94
15,7.798
8,7.468
9,7.424
7,7.352
1,7.336
10,7.306
11,7.204
98,6.874
6,6.708
17,6.704
36,6.654
38,6.568
14,6.538
13,6.488
16,6.398
97,6.254
59,5.974
55,5.932
58,5.926
42,5.862
61,5.854
35,5.854
21,5.848
73,5.844
96,5.822
19,5.794
76,5.792
20,5.708
34,5.702
22,5.662
25,5.636
23,5.636
33,5.604
24,5.538
72,5.332
62,5.326
37,5.308
60,5.228
39,5.094
41,5.074
64,5.024
63,4.968
80,4.886
18,4.844
44,4.802
57,4.774
40,4.77
68,4.76
26,4.696
29,4.67
66,4.668
45,4.658
27,4.626
31,4.614
51,4.604
43,4.526
83,4.524
69,4.514
70,4.466
56,4.434
47,4.392
52,4.39
32,4.28
48,4.256
95,4.22
85,4.186
82,4.166
65,4.166
86,4.134
30,4.126
54,4.11
78,4.092
93,4.004
49,3.998
71,3.998
79,3.992
94,3.986
84,3.976
89,3.938
67,3.938
90,3.9
81,3.854
50,3.826
92,3.8
28,3.754
88,3.64
46,3.598
87,3.55
74,3.468
77,3.402
53,3.362
75,3.29
91,3.172
