id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,3
4,0,47
5,0,4
6,0,46
7,0,26
8,1,2
9,1,3
10,1,49
11,1,4
12,1,48
13,1,5
14,1,47
15,2,3
16,2,4
17,2,5
18,2,6
19,2,48
20,2,30
21,3,4
22,3,5
23,3,6
24,3,7
25,3,49
26,4,5
27,4,7
28,4,8
29,4,29
30,4,48
31,5,6
32,5,7
33,5,8
34,5,9
35,6,8
36,6,9
37,6,10
38,6,27
39,7,8
40,7,9
41,7,10
42,7,11
43,7,15
44,8,9
45,8,10
46,8,11
47,8,12
48,9,10
49,9,11
50,9,12
51,9,13
52,10,11
53,10,12
54,10,13
55,10,14
56,11,12
57,11,13
58,11,14
59,11,15
60,12,13
61,12,14
62,12,15
63,12,16
64,13,14
65,13,15
66,13,16
67,13,17
68,14,15
69,14,16
70,14,17
71,14,18
72,15,17
73,15,18
74,15,19
75,15,35
76,16,17
77,16,18
78,16,19
79,16,20
80,17,18
81,17,19
82,17,20
83,17,21
84,18,19
85,18,20
86,18,21
87,18,22
88,18,39
89,18,40
90,19,20
91,19,21
92,19,22
93,19,31
94,20,21
95,20,22
96,20,23
97,20,24
98,20,26
99,21,22
100,21,23
101,21,24
102,21,25
103,22,23
104,22,24
105,22,25
106,22,26
107,23,24
108,23,25
109,23,26
110,23,27
111,24,25
112,24,26
113,24,27
114,24,28
115,25,26
116,25,27
117,25,29
118,25,35
119,26,27
120,26,29
121,27,28
122,27,29
123,27,30
124,27,31
125,28,29
126,28,30
127,28,31
128,28,32
129,29,30
130,29,31
131,29,32
132,29,33
133,29,37
134,30,32
135,30,33
136,30,34
137,31,32
138,31,33
139,31,34
140,31,35
141,32,33
142,32,34
143,32,35
144,32,36
145,33,34
146,33,35
147,33,36
148,33,37
149,33,41
150,34,35
151,34,36
152,34,37
153,34,38
154,35,36
155,35,38
156,35,39
157,36,37
158,36,38
159,36,39
160,36,40
161,37,38
162,37,39
163,37,40
164,38,39
165,38,40
166,38,41
167,38,42
168,39,41
169,39,42
170,39,43
171,40,41
172,40,42
173,40,44
174,41,42
175,41,43
176,41,45
177,42,43
178,42,44
179,42,45
180,42,46
181,43,44
182,43,45
183,43,46
184,43,47
185,43,49
186,44,45
187,44,46
188,44,47
189,44,48
190,45,46
191,45,47
192,45,48
193,45,49
194,46,47
195,46,48
196,46,49
197,47,48
198,47,49
199,48,49
