node,labels
4,8.896
2,8.066
1,7.524
0,7.494
3,7.434
12,7.288
5,7.252
98,7.06
7,6.74
9,6.706
24,6.4
46,6.256
96,6.196
8,6.178
29,6.174
15,6.128
99,5.988
10,5.906
97,5.894
14,5.738
43,5.69
11,5.64
37,5.632
13,5.588
20,5.586
55,5.54
41,5.504
86,5.414
48,5.378
34,5.378
22,5.374
44,5.37
21,5.354
39,5.334
32,5.294
27,5.246
23,5.206
42,5.168
59,5.148
45,5.138
16,5.092
25,5.082
6,5.044
78,5.028
95,5.018
26,4.966
58,4.966
49,4.836
73,4.83
68,4.824
81,4.808
62,4.792
19,4.79
17,4.724
33,4.72
31,4.71
53,4.7
36,4.662
38,4.618
54,4.598
70,4.566
71,4.556
35,4.554
51,4.536
18,4.534
94,4.534
57,4.528
79,4.486
67,4.476
63,4.35
50,4.348
40,4.318
80,4.312
56,4.306
64,4.24
52,4.198
30,4.196
93,4.192
74,4.14
82,4.124
60,4.11
88,4.09
90,4.066
85,4.018
65,4.008
28,3.962
61,3.912
77,3.908
87,3.886
92,3.856
83,3.722
75,3.654
69,3.512
89,3.504
47,3.498
91,3.452
66,3.366
72,3.318
84,3.314
76,2.868
