node,labels
81,8.59
80,8.006
26,7.51
5,7.44
0,7.31
38,7.248
18,7.1
72,6.82
13,6.736
83,6.618
85,6.614
55,6.602
2,6.456
52,6.438
34,6.426
82,6.422
17,6.154
43,6.084
16,5.962
4,5.96
3,5.958
41,5.92
39,5.862
65,5.848
6,5.786
66,5.682
62,5.624
1,5.56
89,5.554
14,5.52
98,5.52
9,5.51
95,5.498
24,5.488
67,5.454
74,5.374
59,5.362
37,5.342
50,5.314
88,5.286
25,5.21
42,5.176
54,5.162
93,5.142
73,5.074
90,5.07
10,5.064
91,5.046
27,5.01
45,4.978
12,4.96
68,4.874
44,4.822
56,4.816
33,4.816
47,4.784
29,4.748
57,4.682
64,4.678
48,4.67
35,4.628
36,4.588
20,4.538
32,4.448
49,4.438
76,4.396
21,4.392
46,4.282
60,4.274
75,4.23
87,4.228
70,4.224
71,4.214
7,4.204
11,4.116
84,4.016
8,3.96
79,3.952
86,3.94
63,3.808
53,3.79
31,3.748
15,3.744
97,3.72
30,3.706
96,3.56
77,3.538
51,3.398
69,3.346
19,3.346
61,3.33
40,3.228
58,3.024
92,2.786
78,2.346
28,2.226
23,1.954
22,1.864
99,1.734
94,1.306
