node,labels
72,8.908
1,7.986
43,7.954
69,7.828
61,7.792
88,7.756
40,7.596
26,7.388
35,7.184
16,6.928
68,6.52
4,6.366
86,6.12
12,6.056
56,6.048
74,6.0
18,5.918
34,5.886
20,5.87
51,5.83
28,5.78
30,5.628
96,5.536
48,5.464
11,5.448
97,5.436
5,5.418
27,5.378
38,5.354
47,5.298
49,5.262
55,5.252
41,5.208
87,5.194
76,5.132
10,5.05
92,5.042
13,5.002
91,4.996
6,4.986
14,4.984
58,4.91
29,4.884
3,4.87
7,4.76
9,4.7
77,4.698
94,4.662
36,4.614
63,4.604
71,4.586
8,4.5
57,4.496
17,4.492
99,4.472
66,4.446
42,4.44
67,4.394
15,4.39
75,4.36
89,4.354
19,4.338
62,4.324
93,4.258
22,4.22
84,4.054
52,4.004
25,3.864
90,3.806
54,3.78
82,3.754
46,3.704
0,3.696
64,3.688
50,3.514
98,3.504
83,3.498
79,3.374
24,3.352
33,3.288
85,3.236
23,3.222
21,3.19
44,3.186
53,3.118
37,3.102
95,2.952
39,2.776
31,2.742
32,2.72
80,2.686
2,2.578
70,2.422
45,2.392
78,2.024
59,2.0
81,1.87
73,1.636
60,1.552
65,1.35
