node,labels
1,8.384
0,8.072
4,7.958
2,7.648
3,7.568
98,7.532
7,7.102
6,7.04
8,7.018
11,6.746
9,6.536
5,6.358
99,6.298
96,6.154
27,6.114
12,6.038
10,6.008
22,5.978
31,5.972
18,5.804
92,5.748
88,5.656
60,5.534
45,5.526
55,5.428
97,5.414
15,5.392
87,5.326
42,5.306
16,5.306
57,5.292
24,5.284
43,5.268
14,5.228
32,5.186
34,5.15
13,5.146
40,5.102
23,5.092
39,5.076
37,5.066
21,5.062
71,5.062
26,5.058
68,5.028
46,5.02
41,4.996
75,4.996
59,4.992
72,4.954
36,4.948
20,4.93
95,4.928
93,4.912
28,4.852
44,4.836
48,4.83
25,4.822
94,4.764
30,4.754
69,4.716
38,4.708
84,4.676
19,4.58
76,4.554
90,4.55
51,4.544
47,4.528
62,4.51
17,4.48
50,4.428
33,4.422
67,4.406
64,4.346
74,4.344
83,4.338
82,4.23
86,4.224
29,4.136
77,4.13
85,4.124
49,4.118
73,4.04
35,4.032
65,4.03
80,3.968
78,3.956
66,3.906
54,3.864
63,3.838
53,3.822
91,3.808
56,3.726
79,3.724
70,3.694
89,3.672
52,3.564
58,3.536
61,3.442
81,3.28
