node,labels
2,8.69
5,8.442
1,8.312
3,7.96
11,7.876
0,7.77
6,7.464
9,7.352
14,7.334
4,7.226
17,7.21
99,7.066
20,7.024
97,7.016
15,7.01
16,6.734
23,6.662
8,6.562
98,6.512
13,6.426
7,6.29
19,6.248
22,6.12
21,6.106
18,6.09
10,6.014
35,5.832
27,5.818
25,5.784
55,5.744
12,5.734
29,5.726
26,5.67
37,5.638
57,5.628
28,5.604
24,5.586
30,5.526
53,5.494
58,5.488
83,5.466
39,5.452
74,5.234
32,5.21
64,5.174
76,5.09
50,5.068
40,5.054
42,5.048
31,4.984
38,4.954
60,4.936
34,4.93
71,4.916
62,4.916
41,4.89
49,4.844
72,4.836
96,4.822
36,4.804
33,4.764
61,4.762
52,4.732
90,4.724
79,4.698
78,4.638
56,4.61
68,4.552
86,4.52
84,4.434
89,4.402
59,4.368
81,4.358
48,4.352
63,4.326
75,4.28
85,4.262
80,4.23
65,4.172
44,4.152
51,4.15
88,4.118
95,4.11
67,4.094
69,4.088
43,4.07
87,4.064
73,4.048
70,4.03
82,4.028
94,4.022
45,3.982
54,3.962
91,3.884
93,3.868
47,3.842
77,3.828
46,3.782
66,3.668
92,3.182
