node,labels
23,10.918
2,10.784
6,10.336
0,10.066
19,10.026
21,10.0
1,9.92
16,9.876
9,9.77
25,9.488
5,9.356
4,9.226
7,9.19
3,9.012
14,8.98
99,8.946
15,8.922
26,8.902
10,8.888
11,8.844
43,8.716
18,8.618
13,8.61
28,8.338
12,8.238
33,8.188
31,8.174
65,8.096
17,8.054
24,8.038
30,7.964
88,7.812
27,7.636
64,7.51
66,7.42
55,7.214
8,7.062
22,6.888
98,6.88
57,6.878
45,6.824
32,6.816
69,6.786
68,6.684
29,6.618
44,6.608
36,6.512
67,6.448
71,6.356
70,6.278
72,6.258
73,6.194
46,6.128
42,6.022
41,5.994
47,5.96
96,5.95
85,5.948
48,5.758
84,5.75
59,5.716
74,5.7
20,5.652
94,5.632
34,5.618
75,5.588
87,5.564
76,5.544
61,5.434
49,5.414
50,5.194
86,5.17
77,5.156
37,5.152
39,5.104
40,5.07
63,4.956
78,4.916
56,4.832
58,4.808
89,4.804
51,4.73
35,4.72
52,4.684
92,4.674
38,4.624
90,4.552
97,4.48
79,4.432
62,4.322
80,4.232
83,4.198
53,4.118
82,4.118
91,3.824
54,3.8
95,3.65
60,3.6
93,3.524
81,3.52
