node,labels
6,9.266
46,8.722
21,8.27
75,8.156
35,7.576
91,7.566
33,7.146
10,7.096
32,6.74
62,6.734
56,6.658
57,6.63
2,6.622
14,6.57
81,6.406
97,6.338
43,6.196
41,6.154
5,6.042
8,6.008
68,5.996
85,5.874
17,5.858
50,5.836
40,5.812
42,5.792
31,5.786
72,5.74
54,5.73
12,5.69
77,5.558
48,5.546
52,5.538
24,5.318
99,5.282
49,5.196
39,5.174
92,5.146
11,5.12
37,5.094
76,5.092
51,5.076
20,5.068
7,5.002
59,4.952
44,4.892
22,4.832
61,4.8
4,4.706
86,4.704
66,4.704
36,4.682
28,4.658
47,4.642
23,4.586
80,4.566
82,4.52
69,4.452
34,4.402
38,4.354
73,4.316
88,4.278
71,4.244
29,4.208
26,4.156
45,4.094
19,4.074
13,4.072
3,4.066
89,4.058
58,3.994
63,3.936
53,3.918
0,3.866
55,3.802
94,3.642
79,3.576
65,3.56
87,3.526
9,3.516
1,3.42
25,3.3
70,3.204
93,3.178
18,3.16
27,3.086
30,3.082
83,2.99
16,2.66
60,2.634
67,2.634
15,2.632
78,2.614
95,2.428
98,2.378
90,2.306
74,2.144
64,1.948
84,1.886
96,1.34
