id,node1,node2
0,0,9
1,0,11
2,0,12
3,0,13
4,0,15
5,0,20
6,0,42
7,1,7
8,1,9
9,1,12
10,1,16
11,1,24
12,1,32
13,1,34
14,1,39
15,2,5
16,2,14
17,2,17
18,2,21
19,2,34
20,2,37
21,2,39
22,2,40
23,3,19
24,3,29
25,3,32
26,3,40
27,3,44
28,4,13
29,4,17
30,4,20
31,4,24
32,4,28
33,4,29
34,4,31
35,4,48
36,5,12
37,5,19
38,5,20
39,5,23
40,5,28
41,5,29
42,5,42
43,5,43
44,6,7
45,6,10
46,6,22
47,6,28
48,6,37
49,6,44
50,7,17
51,7,18
52,7,22
53,7,25
54,7,26
55,7,30
56,7,35
57,7,40
58,7,42
59,7,44
60,8,9
61,8,13
62,8,20
63,8,24
64,8,31
65,8,36
66,8,37
67,8,46
68,8,47
69,9,14
70,9,25
71,9,28
72,9,29
73,9,30
74,9,34
75,9,40
76,9,45
77,9,49
78,10,16
79,10,28
80,10,30
81,10,36
82,11,26
83,11,44
84,11,48
85,11,49
86,12,15
87,12,22
88,12,33
89,12,45
90,12,46
91,13,16
92,13,22
93,13,26
94,13,27
95,13,32
96,13,37
97,13,48
98,14,15
99,14,26
100,14,29
101,14,41
102,14,44
103,15,24
104,15,32
105,15,37
106,15,44
107,15,45
108,15,47
109,15,49
110,16,17
111,16,18
112,16,21
113,16,26
114,16,41
115,16,42
116,17,20
117,17,26
118,17,29
119,17,33
120,17,37
121,18,22
122,18,23
123,18,35
124,19,27
125,19,32
126,19,36
127,19,46
128,19,48
129,20,25
130,20,47
131,21,22
132,21,23
133,21,34
134,21,36
135,21,46
136,22,27
137,22,43
138,22,44
139,22,47
140,23,24
141,23,25
142,23,28
143,23,35
144,23,42
145,23,45
146,24,29
147,24,35
148,24,36
149,24,43
150,24,47
151,24,49
152,25,28
153,25,40
154,25,47
155,25,48
156,26,30
157,26,31
158,26,33
159,26,36
160,26,37
161,26,38
162,26,48
163,27,31
164,27,39
165,27,44
166,28,42
167,29,31
168,29,39
169,30,33
170,31,32
171,31,33
172,31,34
173,31,40
174,31,45
175,32,44
176,32,46
177,32,47
178,34,44
179,35,38
180,35,41
181,35,43
182,35,44
183,36,47
184,37,41
185,37,43
186,38,48
187,38,49
188,39,40
189,39,48
190,40,47
191,41,45
192,41,48
193,42,46
194,42,48
195,43,46
196,43,47
197,43,49
198,45,49
199,47,49
