node,labels
48,12.768
63,12.35
52,12.244
6,11.458
2,11.418
83,11.386
41,11.25
96,11.224
37,11.19
44,11.19
36,10.474
88,10.294
10,9.808
23,9.464
60,9.332
31,9.28
5,9.188
93,9.032
29,8.868
12,8.776
22,8.676
51,8.672
38,8.518
27,8.448
53,8.444
57,8.016
77,7.998
71,7.836
70,7.772
89,7.722
58,7.718
56,7.654
32,7.422
87,7.414
61,6.406
74,6.26
0,6.076
19,5.856
11,5.662
8,5.658
47,5.6
95,5.586
84,5.418
65,5.362
91,5.32
73,4.88
1,4.76
7,4.526
15,4.37
69,4.114
34,4.108
66,4.102
3,3.95
49,3.854
55,3.832
25,3.702
50,3.644
59,3.438
18,3.398
86,3.296
76,3.284
13,3.252
79,3.246
67,3.228
9,3.222
30,3.216
97,3.186
26,3.038
94,3.01
33,3.008
42,2.986
54,2.976
85,2.962
72,2.622
46,2.57
68,2.524
78,2.47
35,2.458
99,2.424
75,1.824
14,1.822
20,1.816
81,1.816
45,1.814
90,1.812
43,1.806
40,1.802
64,1.794
98,1.774
82,1.772
