node,labels
58,10.174
7,9.902
75,9.82
1,9.402
55,9.148
9,8.874
77,8.782
45,8.644
23,8.628
96,8.532
89,8.524
18,8.454
43,8.366
2,8.326
0,8.096
80,8.004
12,7.918
94,7.736
63,7.694
15,7.1
92,6.954
74,6.856
82,6.852
6,6.782
64,6.75
36,6.702
69,6.696
37,6.51
88,6.452
11,6.34
10,6.296
85,6.292
46,5.968
84,5.958
8,5.932
90,5.9
26,5.818
97,5.774
41,5.77
57,5.766
38,5.722
40,5.596
47,5.556
29,5.5
60,5.472
19,5.358
49,5.234
22,5.188
66,5.128
87,5.126
20,5.012
70,4.956
34,4.84
76,4.668
30,4.666
62,4.65
48,4.62
72,4.52
53,4.516
5,4.404
33,4.38
32,4.258
25,4.09
13,4.036
16,3.99
83,3.94
78,3.884
44,3.878
68,3.832
27,3.816
35,3.706
4,3.66
56,3.538
3,3.526
67,3.388
91,3.354
17,3.346
24,3.336
71,3.336
50,3.296
65,3.27
61,3.11
86,2.99
14,2.986
99,2.898
59,2.78
51,2.764
95,2.718
31,2.714
21,2.698
93,2.512
79,2.136
42,2.132
28,2.092
98,1.986
54,1.884
73,1.7
81,1.43
52,1.394
