id,node1,node2
0,0,5
1,0,9
2,0,13
3,0,15
4,0,18
5,0,21
6,0,27
7,0,31
8,0,33
9,0,39
10,0,40
11,0,42
12,0,44
13,0,45
14,0,46
15,1,15
16,1,19
17,1,20
18,1,21
19,1,30
20,1,34
21,1,39
22,1,45
23,1,47
24,2,9
25,2,11
26,2,12
27,2,15
28,2,16
29,2,19
30,2,25
31,2,28
32,2,30
33,2,31
34,2,33
35,2,34
36,2,36
37,2,37
38,2,42
39,2,47
40,2,49
41,3,7
42,3,9
43,3,12
44,3,21
45,3,22
46,3,23
47,3,38
48,3,42
49,3,47
50,4,6
51,4,12
52,4,15
53,4,16
54,4,17
55,4,22
56,4,23
57,4,26
58,4,28
59,4,29
60,4,31
61,4,36
62,4,37
63,4,40
64,4,41
65,4,43
66,4,45
67,4,46
68,4,47
69,4,48
70,4,49
71,5,7
72,5,8
73,5,17
74,5,20
75,5,22
76,5,23
77,5,26
78,5,31
79,5,33
80,5,35
81,5,37
82,5,41
83,5,42
84,6,9
85,6,11
86,6,14
87,6,15
88,6,18
89,6,21
90,6,23
91,6,26
92,6,27
93,6,32
94,6,35
95,6,39
96,7,9
97,7,14
98,7,15
99,7,25
100,7,27
101,7,29
102,7,34
103,7,41
104,8,10
105,8,11
106,8,17
107,8,24
108,8,25
109,8,28
110,8,29
111,8,35
112,8,39
113,8,40
114,8,41
115,8,44
116,8,47
117,9,10
118,9,12
119,9,13
120,9,14
121,9,17
122,9,26
123,9,30
124,9,32
125,9,35
126,9,37
127,9,38
128,9,39
129,9,45
130,9,48
131,10,19
132,10,20
133,10,21
134,10,29
135,10,42
136,10,45
137,10,47
138,10,48
139,11,17
140,11,18
141,11,22
142,11,24
143,11,35
144,11,46
145,11,49
146,12,14
147,12,15
148,12,16
149,12,17
150,12,18
151,12,20
152,12,21
153,12,23
154,12,25
155,12,26
156,12,27
157,12,28
158,12,29
159,12,32
160,12,34
161,12,35
162,12,38
163,12,39
164,12,40
165,12,41
166,12,42
167,12,43
168,12,45
169,12,48
170,13,16
171,13,30
172,13,32
173,13,33
174,13,34
175,13,36
176,13,39
177,13,41
178,13,43
179,13,44
180,14,15
181,14,19
182,14,23
183,14,28
184,14,29
185,14,32
186,14,33
187,14,36
188,14,38
189,14,39
190,14,45
191,14,47
192,14,48
193,15,18
194,15,19
195,15,22
196,15,26
197,15,27
198,15,29
199,15,30
200,15,31
201,15,32
202,15,34
203,15,39
204,15,41
205,15,43
206,15,45
207,15,46
208,15,48
209,15,49
210,16,19
211,16,24
212,16,25
213,16,26
214,16,31
215,16,35
216,16,36
217,16,42
218,16,43
219,16,45
220,16,46
221,16,49
222,17,21
223,17,22
224,17,23
225,17,24
226,17,27
227,17,28
228,17,29
229,17,33
230,17,34
231,17,36
232,17,45
233,17,49
234,18,20
235,18,25
236,18,33
237,18,40
238,18,44
239,18,45
240,18,48
241,18,49
242,19,20
243,19,24
244,19,27
245,19,35
246,19,38
247,19,42
248,19,44
249,19,48
250,20,25
251,20,26
252,20,28
253,20,30
254,20,32
255,20,34
256,20,35
257,20,37
258,20,40
259,20,44
260,20,45
261,21,22
262,21,23
263,21,28
264,21,36
265,21,38
266,21,40
267,21,41
268,21,44
269,21,47
270,21,48
271,22,25
272,22,27
273,22,34
274,22,36
275,22,44
276,22,46
277,23,33
278,23,36
279,23,39
280,23,40
281,23,43
282,23,44
283,23,46
284,23,48
285,24,25
286,24,29
287,24,34
288,24,42
289,24,43
290,24,44
291,24,46
292,25,27
293,25,32
294,25,35
295,25,37
296,25,38
297,25,44
298,25,49
299,26,29
300,26,30
301,26,32
302,26,33
303,26,34
304,26,35
305,26,37
306,26,38
307,26,41
308,26,45
309,26,46
310,27,30
311,27,31
312,27,35
313,27,36
314,27,37
315,27,38
316,27,39
317,27,41
318,27,48
319,27,49
320,28,32
321,28,34
322,28,35
323,28,36
324,28,38
325,28,39
326,28,40
327,28,45
328,28,49
329,29,30
330,29,32
331,29,42
332,29,43
333,29,47
334,29,49
335,30,35
336,30,44
337,30,46
338,31,38
339,31,41
340,31,46
341,31,47
342,31,48
343,31,49
344,32,33
345,32,35
346,32,37
347,32,39
348,32,40
349,32,46
350,32,48
351,33,35
352,33,36
353,33,38
354,33,42
355,33,43
356,33,48
357,34,35
358,34,37
359,34,40
360,34,42
361,34,43
362,34,49
363,35,39
364,35,41
365,35,48
366,35,49
367,36,38
368,36,40
369,36,44
370,36,45
371,36,49
372,37,45
373,37,46
374,37,48
375,37,49
376,38,39
377,38,42
378,38,47
379,39,47
380,40,41
381,40,46
382,40,47
383,40,49
384,41,42
385,41,45
386,41,47
387,42,43
388,42,45
389,42,46
390,42,47
391,43,45
392,43,46
393,43,47
394,43,48
395,44,49
396,45,48
397,46,47
398,46,48
399,47,48
